"name:ca"	"regio"	"comarca"	"municipi"	"osm_type"	"osm_id"	"name"	"wikidata"	"wikipedia"	"place"	"capital"	"admin_level"	"ref:idescat"	"ref:ine"
"Molí de l'Abat"	"PV"	"el Baix Maestrat"	"la Pobla de Benifassà"	"node"	"2063695960"	"Molí de l'Abat"			"hamlet"				"12093000799"
"Sant Pere"	"PV"	"el Baix Maestrat"	"la Pobla de Benifassà"	"node"	"2063696066"	"Sant Pere"			"isolated_dwelling"				"12093000900"
"Mas de l'Andalús de Baix"	"PV"	"el Baix Maestrat"	"la Salzadella"	"node"	"2063695969"	"Mas de l'Andalús de Baix"			"isolated_dwelling"				"12098000399"
"Mas de l'Andalús de Dalt"	"PV"	"el Baix Maestrat"	"la Salzadella"	"node"	"2063695970"	"Mas de l'Andalús de Dalt"			"isolated_dwelling"				"12098000499"
"Mas de la Teuleria"	"PV"	"el Baix Maestrat"	"la Salzadella"	"node"	"2063695968"	"Mas de la Teuleria"			"isolated_dwelling"				"12098000299"
"Mas d'en Guasch"	"PV"	"el Baix Maestrat"	"la Salzadella"	"node"	"2063695963"	"Mas d'en Guasch"			"isolated_dwelling"				"12098000199"
"Masia La Solana"	"PV"	"el Baix Maestrat"	"la Salzadella"	"node"	"10251035387"	"Masia La Solana"			"isolated_dwelling"				"12098001099"
"Urbanització Cap Blanc"	"PV"	"el Baix Maestrat"	"Peníscola"	"node"	"12409659559"	"Urbanització Cap Blanc"			"neighbourhood"				"12089000106"
"Sector Urmi"	"PV"	"el Baix Maestrat"	"Peníscola"	"node"	"12409659560"	"Sector Urmi"			"neighbourhood"				"12089000105"
"Urbanització Font Nova"	"PV"	"el Baix Maestrat"	"Peníscola"	"node"	"9022848164"	"Urbanització Font Nova"			"neighbourhood"				"12089000104"
"Urbanització Les Talaies"	"PV"	"el Baix Maestrat"	"Peníscola"	"node"	"5489332194"	"Urbanització Les Talaies"			"neighbourhood"				"12089000102"
"Urbanització Tossal del Mar"	"PV"	"el Baix Maestrat"	"Peníscola"	"node"	"12409659561"	"Urbanització Tossal del Mar"			"neighbourhood"				"12089000103"
"Bel"	"PV"	"el Baix Maestrat"	"Rossell"	"node"	"2062223514"	"Bel"			"hamlet"				"12096000101"
"les Cases del Riu"	"PV"	"el Baix Maestrat"	"Rossell"	"node"	"2062223518"	"les Cases del Riu"			"hamlet"				"12096000201"
"Urbanització Panoràmica"	"PV"	"el Baix Maestrat"	"Sant Jordi"	"node"	"12409659558"	"Urbanització Panoràmica"			"neighbourhood"				"12099000102"
"Urbanització Planes del Reine"	"PV"	"el Baix Maestrat"	"Sant Jordi"	"node"	"12409659557"	"Urbanització Planes del Reine"			"neighbourhood"				"12099000103"
"Font de la Salut"	"PV"	"el Baix Maestrat"	"Traiguera"	"node"	"2062223527"	"Font de la Salut"			"isolated_dwelling"				"12121000199"
"Mas de l'Avenc"	"PV"	"el Baix Maestrat"	"Traiguera"	"node"	"2062223569"	"Mas de l'Avenc"			"isolated_dwelling"				"12121000399"
"Enroig"	"PV"	"el Baix Maestrat"	"Xert"	"node"	"308300635"	"Enroig"	"Q5379875"	"ca:Enroig"	"hamlet"				"12052000101"
"Urbanització El Montcaio"	"PV"	"el Baix Segura"	"Guardamar del Segura"	"node"	"1434569433"	"Urbanització El Montcaio"			"neighbourhood"				"03076000105"
"Urbanització Els Estanys"	"PV"	"el Baix Segura"	"Guardamar del Segura"	"node"	"1434694824"	"Urbanització Els Estanys"			"hamlet"				"03076000106"
"Urbanització Pòrtic Platja"	"PV"	"el Baix Segura"	"Guardamar del Segura"	"node"	"1434613461"	"Urbanització Pòrtic Platja"			"hamlet"				"03076000101"
	"PV"	"el Baix Segura"	"Guardamar del Segura"	"node"	"12282459328"	"Costa Bella"			"neighbourhood"				"03076000102"
	"PV"	"el Baix Segura"	"Guardamar del Segura"	"node"	"12282459329"	"Los Secanos"			"neighbourhood"				"03076000107"
	"PV"	"el Baix Segura"	"Guardamar del Segura"	"node"	"1437674555"	"Lomas de Polo-Pinomar"			"hamlet"				"03076000104"
"el Realenc"	"PV"	"el Baix Vinalopó"	"Crevillent"	"node"	"1494239400"	"el Realengo"	"Q5576290"	"ca:El Realenc (Crevillent)"	"hamlet"				"03059000401"
"las Casicas"	"PV"	"el Baix Vinalopó"	"Crevillent"	"node"	"6874996797"	"las Casicas"			"hamlet"				"03059000100"
"Sant Felip Neri"	"PV"	"el Baix Vinalopó"	"Crevillent"	"node"	"2063696059"	"San Felipe Neri"			"hamlet"				"03059000601"
	"PV"	"el Baix Vinalopó"	"Crevillent"	"node"	"12304210923"	"Polígono Industrial Catxapets"			"neighbourhood"				"03059000204"
	"PV"	"el Baix Vinalopó"	"Crevillent"	"node"	"12304210924"	"Cachap"			"neighbourhood"				"03059000201"
	"PV"	"el Baix Vinalopó"	"Crevillent"	"node"	"2063695753"	"La Estación"			"hamlet"				"03059000301"
	"PV"	"el Baix Vinalopó"	"Crevillent"	"node"	"6440324710"	"Rincón de los Pablos"			"hamlet"				"03059000500"
"Algorós"	"PV"	"el Baix Vinalopó"	"Elx"	"node"	"410997820"	"Algorós"	"Q8195505"	"ca:Algorós"	"hamlet"				"03065000299"
"Altabix"	"PV"	"el Baix Vinalopó"	"Elx"	"node"	"410997822"	"Altabix"			"hamlet"				"03065000399"
"Bonavista"	"PV"	"el Baix Vinalopó"	"Elx"	"node"	"1482301608"	"Bonavista"			"neighbourhood"				"03065000301"
"Carrús"	"PV"	"el Baix Vinalopó"	"Elx"	"node"	"410997814"	"Carrús"			"hamlet"				"03065000899"
"el Derramador"	"PV"	"el Baix Vinalopó"	"Elx"	"node"	"410997760"	"el Derramador"			"hamlet"				"03065001099"
"el Lúcero"	"PV"	"el Baix Vinalopó"	"Elx"	"node"	"1482551387"	"el Lúcero"			"locality"				"03065000501"
"el Pla de Sant Josep"	"PV"	"el Baix Vinalopó"	"Elx"	"node"	"1477970568"	"el Pla de Sant Josep"			"neighbourhood"				"03065001499"
"Jubalcoi"	"PV"	"el Baix Vinalopó"	"Elx"	"node"	"2063695687"	"Jubalcoi"			"suburb"				"03065001399"
"l'Altet"	"PV"	"el Baix Vinalopó"	"Elx"	"node"	"2063695455"	"l'Altet"	"Q6746200"	"ca:L'Altet"	"village"				"03065000401"
"la Baia"	"PV"	"el Baix Vinalopó"	"Elx"	"node"	"1383299040"	"la Baia"	"Q5970247"	"ca:Les Baies"	"village"				"03065000701"
"la Foia"	"PV"	"el Baix Vinalopó"	"Elx"	"node"	"2063695754"	"la Foia"	"Q956720"	"ca:Foia d'Elx"	"village"				"03065001201"
"la Marina"	"PV"	"el Baix Vinalopó"	"Elx"	"node"	"390185380"	"la Marina"	"Q961966"	"ca:La Marina (Elx)"	"village"				"03065001601"
"la Vallverda Alta"	"PV"	"el Baix Vinalopó"	"Elx"	"node"	"410962065"	"la Vallverda Alta"			"hamlet"				"03065002103"
"la Vallverda Baixa"	"PV"	"el Baix Vinalopó"	"Elx"	"node"	"12682485002"	"la Vallverda Baixa"			"hamlet"				"03065002101"
"Maitino"	"PV"	"el Baix Vinalopó"	"Elx"	"node"	"410998777"	"Maitino"			"neighbourhood"				"03065001501"
"Matola"	"PV"	"el Baix Vinalopó"	"Elx"	"node"	"1483304292"	"Matola"	"Q6006265"		"hamlet"				"03065000101"
"Perleta"	"PV"	"el Baix Vinalopó"	"Elx"	"node"	"2063695811"	"Perleta"			"suburb"				"03065001800"
"Puçol"	"PV"	"el Baix Vinalopó"	"Elx"	"node"	"2063696019"	"Puçol"			"neighbourhood"				"03065001999"
"Santa Fe"	"PV"	"el Baix Vinalopó"	"Elx"	"node"	"1482301610"	"Santa Fe"			"neighbourhood"				"03065000901"
"Torrellano"	"PV"	"el Baix Vinalopó"	"Elx"	"node"	"9124087028"	"Torrellano"	"Q3328679"	"ca:Torre del Pla"	"village"				"03065002001"
"Urbanització Buenos Aires"	"PV"	"el Baix Vinalopó"	"Elx"	"node"	"1482301612"	"Urbanització Buenos Aires"			"neighbourhood"				"03065001301"
"Urbanització Els Arenals del Sol"	"PV"	"el Baix Vinalopó"	"Elx"	"node"	"1383299041"	"Urbanització Els Arenals del Sol"	"Q9023882"	"ca:Arenals del Sol"	"suburb"				"03065002201"
"Urbanització Els Llimoners"	"PV"	"el Baix Vinalopó"	"Elx"	"node"	"1395193741"	"Urbanización los Limoneros"			"neighbourhood"				"03065000403"
"Urbanització L'Ermita Vella"	"PV"	"el Baix Vinalopó"	"Elx"	"node"	"388493587"	"Urbanització L'Ermita Vella"			"neighbourhood"				"03065002102"
"Urbanització Les Atzavares"	"PV"	"el Baix Vinalopó"	"Elx"	"node"	"2063695213"	"Urbanització Les Atzavares"			"suburb"				"03065000599"
"Urbanització Lo Vincle"	"PV"	"el Baix Vinalopó"	"Elx"	"node"	"1482301611"	"Urbanització Lo Vincle"			"neighbourhood"				"03065002104"
"Urbanització Penya de les Àguiles"	"PV"	"el Baix Vinalopó"	"Elx"	"node"	"1483304662"	"Urbanització Penya de les Àguiles"			"neighbourhood"				"03065001401"
	"PV"	"el Baix Vinalopó"	"Elx"	"node"	"12302301340"	"Urbanització Altamira"			"neighbourhood"				"03065000801"
	"PV"	"el Baix Vinalopó"	"Elx"	"node"	"12302301341"	"Las Lomas"			"neighbourhood"				"03065001801"
	"PV"	"el Baix Vinalopó"	"Elx"	"node"	"12696272390"	"Jubalcoi"			"hamlet"				"03065001399"
	"PV"	"el Baix Vinalopó"	"Elx"	"node"	"410997731"	"Daimés"			"hamlet"				"03065000999"
	"PV"	"el Baix Vinalopó"	"Elx"	"node"	"410997743"	"Asprella"			"hamlet"				"03065000699"
"Casetes de Meleja"	"PV"	"el Baix Vinalopó"	"Santa Pola"	"node"	"4380968867"	"Casetes de Meleja"			"neighbourhood"				"03121000102"
"Gran Alacant"	"PV"	"el Baix Vinalopó"	"Santa Pola"	"node"	"2018488918"	"Gran Alacant"			"suburb"				"03121000101"
"Urbanització El Poble Llevantí"	"PV"	"el Baix Vinalopó"	"Santa Pola"	"node"	"6398217913"	"Urbanització El Poble Llevantí"			"neighbourhood"				"03121000104"
"Urbanització La Colònia"	"PV"	"el Baix Vinalopó"	"Santa Pola"	"node"	"6566066936"	"Urbanització La Colònia"			"neighbourhood"				"03121000105"
	"PV"	"el Baix Vinalopó"	"Santa Pola"	"node"	"12304210925"	"Polígono Industrial IN-2"			"neighbourhood"				"03121000103"
	"PV"	"el Baix Vinalopó"	"Santa Pola"	"node"	"12304210926"	"els Ciprerets"			"neighbourhood"				"03121000107"
	"PV"	"el Camp de Morvedre"	"Algar de Palància"	"node"	"11877578314"	"Urbanització Montes de Palancia"			"neighbourhood"				"46028000102"
"Platja de Canet"	"PV"	"el Camp de Morvedre"	"Canet d'en Berenguer"	"node"	"2063696003"	"Platja de Canet"			"neighbourhood"				"46082000201"
"Beselga"	"PV"	"el Camp de Morvedre"	"Estivella"	"node"	"319229411"	"Beselga"		"ca:Beselga"	"hamlet"				"46120000101"
"Urbanització La Penya Llisa"	"PV"	"el Camp de Morvedre"	"Estivella"	"node"	"6887938431"	"Urbanització La Penya Llisa"			"neighbourhood"				"46120000106"
	"PV"	"el Camp de Morvedre"	"Estivella"	"node"	"12358206438"	"San Pío V"			"neighbourhood"				"46120000108"
"Urbanització Pla d'Aguiló"	"PV"	"el Camp de Morvedre"	"Gilet"	"node"	"6908305817"	"Urbanització Pla d'Aguiló"			"neighbourhood"				"46134000205"
"Urbanització Vall de Sant Esperit"	"PV"	"el Camp de Morvedre"	"Gilet"	"node"	"5672935794"	"Urbanització Vall de Sant Esperit"			"neighbourhood"				"46134000200"
	"PV"	"el Camp de Morvedre"	"Gilet"	"node"	"12358206431"	"la Vidriera"			"neighbourhood"				"46134000204"
	"PV"	"el Camp de Morvedre"	"Gilet"	"node"	"12358206432"	"Urbanización Primera, Segunda y Tercera F"			"neighbourhood"				"46134000203"
	"PV"	"el Camp de Morvedre"	"Gilet"	"node"	"12358206433"	"Clot d'Oliver"			"neighbourhood"				"46134000201"
	"PV"	"el Camp de Morvedre"	"Gilet"	"node"	"12358206434"	"La Paz"			"neighbourhood"				"46134000102"
	"PV"	"el Camp de Morvedre"	"Gilet"	"node"	"2063695817"	"La Peña"			"hamlet"				"46134000301"
"Adventistes"	"PV"	"el Camp de Morvedre"	"Sagunt"	"node"	"12358206429"	"Adventistes"			"neighbourhood"				"46220000701"
"Almardà"	"PV"	"el Camp de Morvedre"	"Sagunt"	"node"	"2063695166"	"Almardà"			"suburb"				"46220000101"
"Baladre"	"PV"	"el Camp de Morvedre"	"Sagunt"	"node"	"2063695462"	"Baladre"			"quarter"				"46220000201"
"el Port de Sagunt"	"PV"	"el Camp de Morvedre"	"Sagunt"	"node"	"1693379123"	"el Port de Sagunt"			"suburb"				"46220000501"
"els Partidors"	"PV"	"el Camp de Morvedre"	"Sagunt"	"node"	"12087156289"	"els Partidors"			"hamlet"				"46220000602"
"Estació de les Valls"	"PV"	"el Camp de Morvedre"	"Sagunt"	"node"	"12358206428"	"Estació de les Valls"			"hamlet"				"46220000702"
"Urbanització Els Monestirs"	"PV"	"el Camp de Morvedre"	"Sagunt"	"node"	"12358206430"	"Urbanització Els Monestirs"			"neighbourhood"				"46220000402"
"Urbanització Montpicaio"	"PV"	"el Camp de Morvedre"	"Sagunt"	"node"	"11427189725"	"Urbanització Montpicaio"			"neighbourhood"				"46220000403"
	"PV"	"el Camp de Morvedre"	"Segart"	"node"	"12358206437"	"el Murtal"			"neighbourhood"				"46224000102"
	"PV"	"el Camp de Morvedre"	"Segart"	"node"	"958198523"	"El Rodeno"			"isolated_dwelling"				"46224000103"
"Urbanització El Totxar"	"PV"	"el Camp de Morvedre"	"Torres Torres"	"node"	"10073701389"	"Urbanització El Totxar"			"neighbourhood"				"46245000105"
"Urbanització La Sarba"	"PV"	"el Camp de Morvedre"	"Torres Torres"	"node"	"12358206439"	"Urbanització La Sarba"			"neighbourhood"				"46245000104"
"Urbanització Mont Blau"	"PV"	"el Camp de Morvedre"	"Torres Torres"	"node"	"6880792981"	"Urbanització Mont Blau"			"neighbourhood"				"46245000102"
"Urbanització Ton Ferrer"	"PV"	"el Camp de Morvedre"	"Torres Torres"	"node"	"6880792980"	"Urbanització Ton Ferrer"			"neighbourhood"				"46245000106"
	"PV"	"el Camp de Morvedre"	"Torres Torres"	"node"	"12358206436"	"El Descanso"			"neighbourhood"				"46245000101"
"Urbanització Vall del Túria"	"PV"	"el Camp de Túria"	"Benaguasil"	"node"	"12362294681"	"Urbanització Vall del Túria"			"neighbourhood"				"46051000301"
"Vilanova"	"PV"	"el Camp de Túria"	"Benaguasil"	"node"	"12362294682"	"Vilanova"			"neighbourhood"				"46051000201"
"Clotxa del Sec"	"PV"	"el Camp de Túria"	"Bétera"	"node"	"12359775771"	"Clotxa del Sec"			"neighbourhood"				"46070000404"
"la Conarda"	"PV"	"el Camp de Túria"	"Bétera"	"node"	"1920134632"	"la Conarda"			"hamlet"				"46070000401"
"La Providència"	"PV"	"el Camp de Túria"	"Bétera"	"node"	"2063696017"	"La Providència"			"neighbourhood"				"46070000699"
"Mas de la Jonquera"	"PV"	"el Camp de Túria"	"Bétera"	"node"	"12359775766"	"Mas de la Jonquera"			"neighbourhood"				"46070000607"
"Montsà"	"PV"	"el Camp de Túria"	"Bétera"	"node"	"12359775772"	"Montsà"			"neighbourhood"				"46070000402"
"Sector R-6"	"PV"	"el Camp de Túria"	"Bétera"	"node"	"11585492104"	"Sector R-6"			"neighbourhood"				"46070000405"
"Sector R-8"	"PV"	"el Camp de Túria"	"Bétera"	"node"	"12359775765"	"Sector R-8"			"neighbourhood"				"46070000608"
"Urbanització Camí de Paterna"	"PV"	"el Camp de Túria"	"Bétera"	"node"	"1918602648"	"Urbanització Camí de Paterna"			"neighbourhood"				"46070000601"
"Urbanització Cims de Sant Antoni"	"PV"	"el Camp de Túria"	"Bétera"	"node"	"12359775769"	"Urbanització Cims de Sant Antoni"			"neighbourhood"				"46070000602"
"Urbanització el Ciscar"	"PV"	"el Camp de Túria"	"Bétera"	"node"	"12359775775"	"Urbanització el Ciscar"			"neighbourhood"				"46070000103"
"Urbanització El Mas de Camarena"	"PV"	"el Camp de Túria"	"Bétera"	"node"	"635982450"	"Urbanització El Mas de Camarena"			"suburb"				"46070000701"
"Urbanització Els Almuds"	"PV"	"el Camp de Túria"	"Bétera"	"node"	"12359775770"	"Urbanització Els Almuds"			"neighbourhood"				"46070000501"
"Urbanització Els Pinars"	"PV"	"el Camp de Túria"	"Bétera"	"node"	"12359775777"	"Urbanització Els Pinars"			"neighbourhood"				"46070000403"
"Urbanització La Lloma del Calderer"	"PV"	"el Camp de Túria"	"Bétera"	"node"	"12359775776"	"Urbanització La Lloma del Calderer"			"neighbourhood"				"46070000102"
"Urbanització La Mallà"	"PV"	"el Camp de Túria"	"Bétera"	"node"	"2063695787"	"Urbanització La Mallà"			"neighbourhood"				"46070000399"
"Urbanització La Masia"	"PV"	"el Camp de Túria"	"Bétera"	"node"	"12359775773"	"Urbanització La Masia"			"neighbourhood"				"46070000302"
"Urbanització la Torre d'en Conill"	"PV"	"el Camp de Túria"	"Bétera"	"node"	"1773594843"	"Urbanització la Torre d'en Conill"			"suburb"				"46070000604"
"Urbanització Vall de Flors"	"PV"	"el Camp de Túria"	"Bétera"	"node"	"639552121"	"Urbanització Vall de Flors"			"neighbourhood"				"46070000101"
	"PV"	"el Camp de Túria"	"Bétera"	"node"	"12359775767"	"Mas de Elies"			"neighbourhood"				"46070000606"
	"PV"	"el Camp de Túria"	"Bétera"	"node"	"12359775768"	"Urbanització Virgen de la Estrella"			"neighbourhood"				"46070000605"
	"PV"	"el Camp de Túria"	"Bétera"	"node"	"12359775774"	"Campamento Militar"			"neighbourhood"				"46070000301"
"Urbanització el Pinar de Casinos"	"PV"	"el Camp de Túria"	"Casinos"	"node"	"12362294658"	"Urbanització el Pinar de Casinos"			"neighbourhood"				"46089000102"
"el Mas de Tous"	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"12362294671"	"el Mas de Tous"			"hamlet"				"46202000314"
"el Mas de Ximenes"	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"12362294693"	"el Mas de Ximenes"			"neighbourhood"				"46202000204"
"el Pla de la Cova"	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"12362294674"	"el Pla de la Cova"			"neighbourhood"				"46202000205"
"el Pouet"	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"12362294673"	"el Pouet"			"neighbourhood"				"46202000206"
"Gallipont I"	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"615180642"	"Gallipont I"			"neighbourhood"				"46202000406"
"Gallipont II"	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"615180641"	"Gallipont II"			"neighbourhood"				"46202000405"
"l'Argila"	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"12362294695"	"l'Argila"			"neighbourhood"				"46202000201"
"la Casa Blanca"	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"12362294675"	"la Casa Blanca"			"neighbourhood"				"46202000202"
"La Manguilla"	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"12362294696"	"La Manguilla"			"neighbourhood"				"46202000508"
"Les Pedretes"	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"12362294699"	"Les Pedretes"			"neighbourhood"				"46202000505"
"Lloma del Porret"	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"12362294692"	"Lloma del Porret"			"neighbourhood"				"46202000302"
"Lloma Llarga I"	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"12362294665"	"Lloma Llarga I"	"Q17584291"	"ca:La Lloma Llarga"	"neighbourhood"				"46202000501"
"Lloma Llarga II"	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"12362294684"	"Lloma Llarga II"	"Q17584291"	"ca:La Lloma Llarga"	"neighbourhood"				"46202000502"
"Residencial la Pobla"	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"12362294661"	"Residencial la Pobla"			"neighbourhood"				"46202000602"
"Urbanització Aljubs"	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"12362294683"	"Urbanització Aljubs"			"neighbourhood"				"46202000509"
"Urbanització el Barranquet"	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"11094566886"	"Urbanització el Barranquet"			"neighbourhood"				"46202000301"
"Urbanització El Camp de Túria"	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"12362294669"	"Urbanització El Camp de Túria"			"suburb"				"46202000401"
"Urbanització el Serrado"	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"12362294694"	"Urbanització el Serrado"			"neighbourhood"				"46202000203"
"Urbanització Els Quatre Vents"	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"12362294668"	"Urbanització Els Quatre Vents"			"neighbourhood"				"46202000402"
"Urbanització La Manguilla"	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"12359991050"	"Urbanització La Manguilla"			"neighbourhood"				"46202000506"
"Urbanització La Muntanyeta"	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"615180639"	"Urbanització La Muntanyeta"			"neighbourhood"				"46202000403"
"Urbanització Les Penyes"	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"3138619527"	"Urbanització Les Penyes"			"neighbourhood"				"46202000306"
"Urbanització Montecolorado"	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"610303274"	"Urbanització Montecolorado"			"suburb"				"46202000601"
"Urbanització Vistacalderona"	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"12362294670"	"Urbanització Vistacalderona"			"suburb"				"46202000315"
	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"12362294651"	"Pobla Real"			"neighbourhood"				"46202000303"
	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"12362294659"	"Valentia"			"neighbourhood"				"46202000604"
	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"12362294660"	"Monte Alto"			"neighbourhood"				"46202000603"
	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"12362294662"	"Els Rincons"			"neighbourhood"				"46202000507"
	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"12362294663"	"Maquiva II"			"neighbourhood"				"46202000504"
	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"12362294664"	"Maquiva I"			"neighbourhood"				"46202000503"
	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"12362294666"	"San Sebastián"			"neighbourhood"				"46202000407"
	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"12362294667"	"Iale"			"neighbourhood"				"46202000404"
	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"12362294685"	"Jardín de Jaravilla"			"neighbourhood"				"46202000313"
	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"12362294686"	"Nova Maravisa"			"neighbourhood"				"46202000312"
	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"12362294687"	"Maravisa Golden"			"neighbourhood"				"46202000311"
	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"12362294688"	"Villas l'Eliana"			"neighbourhood"				"46202000309"
	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"12362294689"	"Urbanització la Sima"			"neighbourhood"				"46202000308"
	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"12362294690"	"Maravisa II"			"neighbourhood"				"46202000305"
	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"12362294691"	"Maravisa I"			"neighbourhood"				"46202000304"
	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"1920135574"	"San Martín"			"neighbourhood"				"46202000310"
	"PV"	"el Camp de Túria"	"la Pobla de Vallbona"	"node"	"1920135712"	"Pozo San Lázaro"			"neighbourhood"				"46202000307"
"Alt de Botigueta"	"PV"	"el Camp de Túria"	"Llíria"	"node"	"1635273513"	"Alt de Botigueta"			"neighbourhood"				"46147000119"
"El Corral de la Marquesa"	"PV"	"el Camp de Túria"	"Llíria"	"node"	"12362296311"	"El Corral de la Marquesa"			"neighbourhood"				"46147000123"
"Formidables"	"PV"	"el Camp de Túria"	"Llíria"	"node"	"12362296310"	"Formidables"			"neighbourhood"				"46147000125"
"Jardí de Lauro"	"PV"	"el Camp de Túria"	"Llíria"	"node"	"1635273482"	"Jardí de Lauro"			"neighbourhood"				"46147000126"
"La Canyada de Confites"	"PV"	"el Camp de Túria"	"Llíria"	"node"	"12362296312"	"La Canyada de Confites"			"neighbourhood"				"46147000121"
"La Canyada de Tello"	"PV"	"el Camp de Túria"	"Llíria"	"node"	"1243368653"	"La Canyada de Tello"			"neighbourhood"				"46147000122"
"la Coma"	"PV"	"el Camp de Túria"	"Llíria"	"node"	"12362294679"	"la Coma"			"hamlet"				"46147000107"
"la Joliesa"	"PV"	"el Camp de Túria"	"Llíria"	"node"	"4204514250"	"la Joliesa"			"neighbourhood"				"46147000106"
"La Maimona-Corral d'Albert"	"PV"	"el Camp de Túria"	"Llíria"	"node"	"12362296309"	"La Maimona-Corral d'Albert"			"neighbourhood"				"46147000127"
"La Xelvaneta"	"PV"	"el Camp de Túria"	"Llíria"	"node"	"12362296303"	"La Xelvaneta"			"neighbourhood"				"46147000141"
"Puig i Lis"	"PV"	"el Camp de Túria"	"Llíria"	"node"	"1635273379"	"Puig i Lis"			"neighbourhood"				"46147000133"
"Safareig"	"PV"	"el Camp de Túria"	"Llíria"	"node"	"1635273318"	"Safareig"			"neighbourhood"				"46147000134"
"Urbanització Camp de Llíria"	"PV"	"el Camp de Túria"	"Llíria"	"node"	"4201856595"	"Urbanització Camp de Llíria"			"neighbourhood"				"46147000103"
"Urbanització Carabassí"	"PV"	"el Camp de Túria"	"Llíria"	"node"	"12362294657"	"Urbanització Carabassí"			"neighbourhood"				"46147000120"
"Urbanització Edeta"	"PV"	"el Camp de Túria"	"Llíria"	"node"	"2613107638"	"Urbanització Edeta"			"neighbourhood"				"46147000124"
"Urbanització El Caramello"	"PV"	"el Camp de Túria"	"Llíria"	"node"	"12362296313"	"Urbanització El Caramello"			"neighbourhood"				"46147000105"
"Urbanització El Regalon"	"PV"	"el Camp de Túria"	"Llíria"	"node"	"12362294678"	"Urbanització El Regalon"			"neighbourhood"				"46147000115"
"Urbanització El Secanet"	"PV"	"el Camp de Túria"	"Llíria"	"node"	"12362294656"	"Urbanització El Secanet"			"neighbourhood"				"46147000135"
"Urbanització La Buitrera"	"PV"	"el Camp de Túria"	"Llíria"	"node"	"12362294680"	"Urbanització La Buitrera"			"neighbourhood"				"46147000101"
"Urbanització La Mont-ravana"	"PV"	"el Camp de Túria"	"Llíria"	"node"	"4204514251"	"Urbanització La Mont-ravana"			"neighbourhood"				"46147000110"
"Urbanització La Sima"	"PV"	"el Camp de Túria"	"Llíria"	"node"	"12362294676"	"Urbanització La Sima"			"neighbourhood"				"46147000138"
"Urbanització Lloma de Jarque"	"PV"	"el Camp de Túria"	"Llíria"	"node"	"12362296305"	"Urbanització Lloma de Jarque"			"neighbourhood"				"46147000131"
"Urbanització Montaragó"	"PV"	"el Camp de Túria"	"Llíria"	"node"	"12362296308"	"Urbanització Montaragó"			"neighbourhood"				"46147000128"
"Urbanització Montcatí"	"PV"	"el Camp de Túria"	"Llíria"	"node"	"12362296307"	"Urbanització Montcatí"			"neighbourhood"				"46147000129"
