"name:ca"	"regio"	"comarca"	"municipi"	"osm_type"	"osm_id"	"name"	"wikidata"	"wikipedia"	"place"	"capital"	"admin_level"	"ref:idescat"	"ref:ine"
"Pina"	"Illes"	"Pla de Mallorca"	"Algaida"	"node"	"305587968"	"Pina"			"village"				"07004000301"
"Randa"	"Illes"	"Pla de Mallorca"	"Algaida"	"node"	"26483890"	"Randa"	"Q6100213"	"ca:Randa"	"hamlet"				"07004000501"
"Platja de Muro"	"Illes"	"Pla de Mallorca"	"Muro"	"node"	"197920286"	"Platja de Muro"			"village"				"07039000201"
"ses Alqueries"	"Illes"	"Pla de Mallorca"	"Santa Eugènia"	"node"	"264895780"	"ses Alqueries"			"hamlet"				"07053000199"
"ses Coves"	"Illes"	"Pla de Mallorca"	"Santa Eugènia"	"node"	"369714514"	"ses Coves"			"hamlet"				"07053000299"
"ses Olleries"	"Illes"	"Pla de Mallorca"	"Santa Eugènia"	"node"	"961635079"	"ses Olleries"			"hamlet"				"07053000399"
"Can Picafort"	"Illes"	"Pla de Mallorca"	"Santa Margalida"	"node"	"250737780"	"Can Picafort"	"Q5939834"	"es:Ca'n Picafort"	"village"				"07055000101"
"Son Serra de Marina"	"Illes"	"Pla de Mallorca"	"Santa Margalida"	"node"	"678837563"	"Son Serra de Marina"			"suburb"				"07055000301"
"Biniali"	"Illes"	"Pla de Mallorca"	"Sencelles"	"node"	"274061533"	"Biniali"			"village"				"07047000101"
"Cascanar"	"Illes"	"Pla de Mallorca"	"Sencelles"	"node"	"274070168"	"Cascanar"			"hamlet"				"07047000201"
"Jornets"	"Illes"	"Pla de Mallorca"	"Sencelles"	"node"	"275811124"	"Jornets"	"Q11928399"	"ca:Jornets"	"hamlet"				"07047000301"
"Ruberts"	"Illes"	"Pla de Mallorca"	"Sencelles"	"node"	"26497504"	"Ruberts"			"hamlet"				"07047000401"
"So na Rossa"	"Illes"	"Pla de Mallorca"	"Sencelles"	"node"	"1242636405"	"So na Rossa"	"Q18008222"	"ca:Sonarossa"	"locality"				"07047000600"
"Bonaire"	"Illes"	"Raiguer"	"Alcúdia"	"node"	"1122236006"	"Bonaire"			"village"				"07003000201"
"es Mal Pas"	"Illes"	"Raiguer"	"Alcúdia"	"node"	"1122235828"	"es Mal Pas"			"hamlet"				"07003000299"
"Marina Manresa"	"Illes"	"Raiguer"	"Alcúdia"	"node"	"11054973845"	"Marina Manresa"			"neighbourhood"				"07003000501"
"Platja d'Alcúdia"	"Illes"	"Raiguer"	"Alcúdia"	"node"	"11054973846"	"Platja d'Alcúdia"			"suburb"				"07003000601"
"Port d'Alcúdia"	"Illes"	"Raiguer"	"Alcúdia"	"node"	"197909754"	"Port d'Alcúdia"	"Q6092225"	"en:Port d'Alcúdia"	"suburb"				"07003000301"
"Son Fe"	"Illes"	"Raiguer"	"Alcúdia"	"node"	"9207746656"	"Son Fe"			"hamlet"				"07003000499"
"Biniagual"	"Illes"	"Raiguer"	"Binissalem"	"node"	"265786517"	"Biniagual"	"Q11909388"	"ca:Biniagual"	"hamlet"				"07008000101"
"Ullaró"	"Illes"	"Raiguer"	"Campanet"	"node"	"963663888"	"Ullaró"			"hamlet"				"07012000201"
"Can Carbonell"	"Illes"	"Raiguer"	"Marratxí"	"node"	"11069712832"	"Can Carbonell"			"neighbourhood"				"07036000406"
"Cas Capità"	"Illes"	"Raiguer"	"Marratxí"	"node"	"11069712829"	"Cas Capità"			"neighbourhood"				"07036000302"
"Cas Miot"	"Illes"	"Raiguer"	"Marratxí"	"node"	"11069712830"	"Cas Miot"			"neighbourhood"				"07036000408"
"es Caülls"	"Illes"	"Raiguer"	"Marratxí"	"node"	"990176441"	"es Caülls"			"village"				"07036000104"
"es Figueral - Can Farineta"	"Illes"	"Raiguer"	"Marratxí"	"node"	"610194835"	"es Figueral - Can Farineta"			"suburb"				"07036000103"
"Es Garrovers"	"Illes"	"Raiguer"	"Marratxí"	"node"	"11069624311"	"Es Garrovers"			"suburb"				"07036000404"
"es Pla de na Tesa"	"Illes"	"Raiguer"	"Marratxí"	"node"	"264894641"	"es Pla de na Tesa"			"village"				"07036000301"
"es Pont d'Inca"	"Illes"	"Raiguer"	"Marratxí"	"node"	"259836993"	"es Pont d'Inca"			"suburb"				"07036000401"
"Es Pont d'Inca nou"	"Illes"	"Raiguer"	"Marratxí"	"node"	"11069712833"	"Es Pont d'Inca nou"			"neighbourhood"				"07036000403"
"Marratxinet"	"Illes"	"Raiguer"	"Marratxí"	"node"	"1709261292"	"Marratxinet"			"hamlet"				"07036000201"
"Pòrtol"	"Illes"	"Raiguer"	"Marratxí"	"node"	"610194675"	"Pòrtol"			"village"				"07036000501"
"sa Cabana"	"Illes"	"Raiguer"	"Marratxí"	"node"	"1729012275"	"sa Cabana"			"suburb"				"07036000402"
"Sant Marçal"	"Illes"	"Raiguer"	"Marratxí"	"node"	"268941152"	"Sant Marçal"			"suburb"				"07036000102"
"ses Cases Noves"	"Illes"	"Raiguer"	"Marratxí"	"node"	"11069712831"	"ses Cases Noves"			"neighbourhood"				"07036000407"
"Son Ametler"	"Illes"	"Raiguer"	"Marratxí"	"node"	"11069712824"	"Son Ametler"			"neighbourhood"				"07036000303"
"Son Daviu"	"Illes"	"Raiguer"	"Marratxí"	"node"	"11069624315"	"Son Daviu"			"suburb"				"07036000105"
"Son Macià-sa Nova Cabana"	"Illes"	"Raiguer"	"Marratxí"	"node"	"11069624310"	"Son Macià-sa Nova Cabana"			"suburb"				"07036000405"
"Son Ramonell"	"Illes"	"Raiguer"	"Marratxí"	"node"	"11069712828"	"Son Ramonell"			"neighbourhood"				"07036000409"
"Biniamar"	"Illes"	"Raiguer"	"Selva"	"node"	"654391962"	"Biniamar"			"village"				"07058000101"
"Caimari"	"Illes"	"Raiguer"	"Selva"	"node"	"252310959"	"Caimari"	"Q11910500"	"ca:Caimari"	"village"				"07058000201"
"Moscari"	"Illes"	"Raiguer"	"Selva"	"node"	"319230753"	"Moscari"			"village"				"07058000301"
"es Camp de Mar"	"Illes"	"Serra de Tramuntana"	"Andratx"	"node"	"303936223"	"es Camp de Mar"	"Q5742505"	"ca:El Camp de Mar"	"hamlet"				"07005000201"
"Port d'Andratx"	"Illes"	"Serra de Tramuntana"	"Andratx"	"node"	"253262105"	"Port d'Andratx"	"Q5486014"	"ca:Port d'Andratx"	"village"				"07005000301"
"s'Arracó"	"Illes"	"Serra de Tramuntana"	"Andratx"	"node"	"289490249"	"s'Arracó"			"village"				"07005000401"
"Sant Elm"	"Illes"	"Serra de Tramuntana"	"Andratx"	"node"	"3065596352"	"Sant Elm"	"Q355599"	"es:San Telmo (Baleares)"	"village"				"07005000501"
"Port des Canonge"	"Illes"	"Serra de Tramuntana"	"Banyalbufar"	"node"	"352801909"	"Port des Canonge"			"hamlet"				"07007000201"
"Son Coll"	"Illes"	"Serra de Tramuntana"	"Banyalbufar"	"node"	"4095676187"	"Son Coll"			"hamlet"				"07007000301"
"Baix des Puig"	"Illes"	"Serra de Tramuntana"	"Bunyola"	"node"	"1242622589"	"Baix des Puig"			"hamlet"				"07010000101"
"Orient"	"Illes"	"Serra de Tramuntana"	"Bunyola"	"node"	"253256545"	"Orient"	"Q11696886"	"es:Orient (Baleares)"	"hamlet"				"07010000301"
"Palmanyola"	"Illes"	"Serra de Tramuntana"	"Bunyola"	"node"	"10251035388"	"Palmanyola"	"Q9054845"	"ca:Palmanyola"	"neighbourhood"				"07010000401"
"Sa Coma"	"Illes"	"Serra de Tramuntana"	"Bunyola"	"node"	"10867767686"	"Sa Coma"			"hamlet"				"07010000202"
"Sa Fonts Seca"	"Illes"	"Serra de Tramuntana"	"Bunyola"	"node"	"10867767685"	"Sa Fonts Seca"			"hamlet"				"07010000203"
"Bendinat"	"Illes"	"Serra de Tramuntana"	"Calvià"	"node"	"2809851352"	"Bendinat"	"Q816783"	"ca:Bendinat"	"village"				"07011001301"
"Cala Vinyes"	"Illes"	"Serra de Tramuntana"	"Calvià"	"node"	"531285983"	"Cala Vinyes"			"village"				"07011000201"
"Cas Català"	"Illes"	"Serra de Tramuntana"	"Calvià"	"node"	"531413879"	"Cas Català"			"suburb"				"07011000101"
"Costa d'en Blanes"	"Illes"	"Serra de Tramuntana"	"Calvià"	"node"	"531413873"	"Costa d'en Blanes"			"suburb"				"07011000601"
"Costa de la Calma"	"Illes"	"Serra de Tramuntana"	"Calvià"	"node"	"531320195"	"Costa de la Calma"			"suburb"				"07011000501"
"el Toro"	"Illes"	"Serra de Tramuntana"	"Calvià"	"node"	"531285976"	"el Toro"	"Q3817467"	"ca:El Toro (Calvià)"	"suburb"				"07011001801"
"es Capdellà"	"Illes"	"Serra de Tramuntana"	"Calvià"	"node"	"3722376508"	"es Capdellà"	"Q4893311"	"ca:Es Capdellà"	"village"				"07011000401"
"Magaluf"	"Illes"	"Serra de Tramuntana"	"Calvià"	"node"	"289277345"	"Magaluf"	"Q239017"	"en:Magaluf"	"suburb"				"07011000701"
"Palmanova"	"Illes"	"Serra de Tramuntana"	"Calvià"	"node"	"289451210"	"Palmanova"	"Q1008934"	"ca:Palmanova"	"village"				"07011000901"
"Peguera"	"Illes"	"Serra de Tramuntana"	"Calvià"	"node"	"253262027"	"Peguera"			"village"				"07011000801"
"Portals Nous"	"Illes"	"Serra de Tramuntana"	"Calvià"	"node"	"531413876"	"Portals Nous"	"Q974395"	"ca:Portals Nous"	"suburb"				"07011001101"
"Portals Vells"	"Illes"	"Serra de Tramuntana"	"Calvià"	"node"	"11067482929"	"Portals Vells"	"Q3774879"	"ca:Portals Vells"	"neighbourhood"				"07011001501"
"Sa Porrassa"	"Illes"	"Serra de Tramuntana"	"Calvià"	"node"	"3606814011"	"Sa Porrassa"			"hamlet"				"07011001001"
"Santa Ponça"	"Illes"	"Serra de Tramuntana"	"Calvià"	"node"	"29402598"	"Santa Ponça"	"Q1941746"	"ca:Santa Ponça"	"town"				"07011001201"
"Sol de Mallorca"	"Illes"	"Serra de Tramuntana"	"Calvià"	"node"	"531285981"	"Sol de Mallorca"			"village"				"07011001601"
"Son Ferrer"	"Illes"	"Serra de Tramuntana"	"Calvià"	"node"	"531285979"	"Son Ferrer"	"Q3780971"	"ca:Son Ferrer"	"suburb"				"07011001701"
"Urbanització Galatzó"	"Illes"	"Serra de Tramuntana"	"Calvià"	"node"	"3722388966"	"Urbanització Galatzó"	"Q3817609"	"ca:Urbanització Galatzó"	"village"				"07011001401"
"Cala Deià"	"Illes"	"Serra de Tramuntana"	"Deià"	"node"	"11066736720"	"Cala Deià"			"neighbourhood"				"07018000301"
"Llucalcari"	"Illes"	"Serra de Tramuntana"	"Deià"	"node"	"972496450"	"Llucalcari"	"Q18004218"	"ca:Llucalcari"	"hamlet"				"07018000201"
"Urbanització de Ses Coves"	"Illes"	"Serra de Tramuntana"	"Deià"	"node"	"11066736718"	"Urbanització de Ses Coves"			"neighbourhood"				"07018000401"
"Urbanització s'Empeltada"	"Illes"	"Serra de Tramuntana"	"Deià"	"node"	"11066736719"	"Urbanització s'Empeltada"			"neighbourhood"				"07018000501"
"Cala Tuent"	"Illes"	"Serra de Tramuntana"	"Escorca"	"node"	"11066736717"	"Cala Tuent"			"hamlet"				"07019000101"
"Escorca"	"Illes"	"Serra de Tramuntana"	"Escorca"	"node"	"3934694392"	"Escorca"			"isolated_dwelling"				"07019000299"
"Sa Calobra"	"Illes"	"Serra de Tramuntana"	"Escorca"	"node"	"294098938"	"Sa Calobra"			"hamlet"				"07019000102"
"s'Esgleieta"	"Illes"	"Serra de Tramuntana"	"Esporles"	"node"	"4074626364"	"s'Esgleieta"	"Q111781403"	"ca:L'Esgleieta"	"hamlet"				"07020000101"
"Aeròdrom Militar"	"Illes"	"Serra de Tramuntana"	"Pollença"	"node"	"11054973270"	"Aeròdrom Militar"			"neighbourhood"				"07042000601"
"Bellresguard"	"Illes"	"Serra de Tramuntana"	"Pollença"	"node"	"11054973269"	"Bellresguard"			"neighbourhood"				"07042000701"
"Cala Sant Vicenç"	"Illes"	"Serra de Tramuntana"	"Pollença"	"node"	"302367617"	"Cala Sant Vicenç"			"suburb"				"07042000301"
"Can Singala"	"Illes"	"Serra de Tramuntana"	"Pollença"	"node"	"11054973268"	"Can Singala"			"neighbourhood"				"07042000101"
"el Vilar"	"Illes"	"Serra de Tramuntana"	"Pollença"	"node"	"2524210192"	"el Vilar"			"neighbourhood"				"07042001001"
"Hàbitat"	"Illes"	"Serra de Tramuntana"	"Pollença"	"node"	"11054704107"	"Hàbitat"			"neighbourhood"				"07042001101"
"Port de Pollença"	"Illes"	"Serra de Tramuntana"	"Pollença"	"node"	"142778723"	"Port de Pollença"	"Q323084"	"ca:Port de Pollença"	"town"				"07042000501"
"Síller"	"Illes"	"Serra de Tramuntana"	"Pollença"	"node"	"11054973267"	"Síller"			"neighbourhood"				"07042000901"
"Urbanització la Font"	"Illes"	"Serra de Tramuntana"	"Pollença"	"node"	"11054704105"	"Urbanització la Font"			"neighbourhood"				"07042000801"
"Galilea"	"Illes"	"Serra de Tramuntana"	"Puigpunyent"	"node"	"26492784"	"Galilea"			"village"				"07045000101"
"Son Serralta"	"Illes"	"Serra de Tramuntana"	"Puigpunyent"	"node"	"1059517567"	"Son Serralta"			"hamlet"				"07045000301"
"Alconàsser"	"Illes"	"Serra de Tramuntana"	"Sóller"	"node"	"7220639694"	"Alconàsser"			"hamlet"				"07061000501"
"Biniaraix"	"Illes"	"Serra de Tramuntana"	"Sóller"	"node"	"308250518"	"Biniaraix"			"hamlet"				"07061000101"
"l'Horta"	"Illes"	"Serra de Tramuntana"	"Sóller"	"node"	"972496452"	"l'Horta"	"Q11930136"	"ca:L'Horta (Sóller)"	"suburb"				"07061000201"
"Port de Sóller"	"Illes"	"Serra de Tramuntana"	"Sóller"	"node"	"26749604"	"Port de Sóller"	"Q508472"	"en:Port de Sóller"	"village"				"07061000301"
"es Nogueral"	"Illes"	"Serra de Tramuntana"	"Valldemossa"	"node"	"11066736721"	"es Nogueral"			"neighbourhood"				"07063000101"
"Port de Valldemossa"	"Illes"	"Serra de Tramuntana"	"Valldemossa"	"node"	"677766541"	"Port de Valldemossa"			"hamlet"				"07063000201"
"Son Ferrandell"	"Illes"	"Serra de Tramuntana"	"Valldemossa"	"node"	"3925122874"	"Son Ferrandell"			"hamlet"				"07063000301"
"Urbanització de s'Arxiduc"	"Illes"	"Serra de Tramuntana"	"Valldemossa"	"node"	"2441307612"	"Urbanització de s'Arxiduc"			"neighbourhood"				"07063000601"
"Urbanització de Son Maixella"	"Illes"	"Serra de Tramuntana"	"Valldemossa"	"node"	"11068731439"	"Urbanització de Son Maixella"			"neighbourhood"				"07063000501"
"els Manantials"	"Principat"	"Alt Camp"	"Aiguamúrcia"	"node"	"1891343098"	"els Manantials"	"Q9367017"		"hamlet"			"4300170008101"	"43001000801"
"l'Albà"	"Principat"	"Alt Camp"	"Aiguamúrcia"	"node"	"4820518783"	"l'Albà"	"Q127509635"		"hamlet"			"4300170002201"	"43001000201"
"la Planeta"	"Principat"	"Alt Camp"	"Aiguamúrcia"	"node"	"12509569959"	"la Planeta"	"Q11752463"		"hamlet"			"4300170005699"	"43001000599"
"les Destres"	"Principat"	"Alt Camp"	"Aiguamúrcia"	"node"	"1241791504"	"les Destres"	"Q11931562"		"hamlet"			"4300170002202"	"43001000202"
"les Ordres"	"Principat"	"Alt Camp"	"Aiguamúrcia"	"node"	"8488605153"	"les Ordres"	"Q11754780"	"ca:Les Ordres"	"hamlet"			"4300170003899"	"43001000399"
"les Pobles"	"Principat"	"Alt Camp"	"Aiguamúrcia"	"node"	"3639432967"	"les Pobles"	"Q11754781"	"ca:Les Pobles (Aiguamúrcia)"	"hamlet"			"4300170006901"	"43001000601"
"Mas Barrat"	"Principat"	"Alt Camp"	"Aiguamúrcia"	"node"	"1891340764"	"Mas Barrat"	"Q11936011"		"isolated_dwelling"			"4300170002203"	"43001000203"
"Mas d'en Parès"	"Principat"	"Alt Camp"	"Aiguamúrcia"	"node"	"12504374215"	"Mas d'en Parès"	"Q11935865"		"neighbourhood"			"4300170009401"	"43001000901"
"Pla de Manlleu"	"Principat"	"Alt Camp"	"Aiguamúrcia"	"node"	"3186757068"	"Pla de Manlleu"	"Q958653"		"hamlet"			"4300170004301"	"43001000401"
"Santes Creus"	"Principat"	"Alt Camp"	"Aiguamúrcia"	"node"	"1891340767"	"Santes Creus"	"Q9333749"		"hamlet"			"4300170007501"	"43001000701"
"Camí dels Muntanyans"	"Principat"	"Alt Camp"	"Alcover"	"node"	"12501288186"	"Camí dels Muntanyans"	"Q9184359"		"neighbourhood"			"4300560011501"	"43005001101"
"el Serradalt"	"Principat"	"Alt Camp"	"Alcover"	"node"	"1241787026"	"el Serradalt"	"Q9335621"		"neighbourhood"			"4300560009401"	"43005000901"
"la Burquera"	"Principat"	"Alt Camp"	"Alcover"	"node"	"7835507593"	"la Burquera"	"Q11752418"	"ca:La Burquera"	"isolated_dwelling"			"4300560010801"	"43005001001"
"la Cabana"	"Principat"	"Alt Camp"	"Alcover"	"node"	"12501288187"	"la Cabana"	"Q11752420"		"neighbourhood"			"4300560006901"	"43005000601"
"la Plana"	"Principat"	"Alt Camp"	"Alcover"	"node"	"7835507618"	"la Plana"	"Q11752460"	"ca:La Plana (Alcover)"	"hamlet"			"4300560003801"	"43005000301"
"les Masies Catalanes"	"Principat"	"Alt Camp"	"Alcover"	"node"	"12498217111"	"les Masies Catalanes"	"Q11045794"	"ca:Les Masies Catalanes"	"neighbourhood"			"4300560007501"	"43005000701"
"Mas de Gassol"	"Principat"	"Alt Camp"	"Alcover"	"node"	"12498114573"	"Mas de Gassol"	"Q11771031"		"neighbourhood"			"4300560012001"	"43005001201"
"Mas de Llorenç"	"Principat"	"Alt Camp"	"Alcover"	"node"	"12498114571"	"Mas de Llorenç"	"Q126287731"		"neighbourhood"			"4300560013601"	"43005001301"
"Mas del Cano"	"Principat"	"Alt Camp"	"Alcover"	"node"	"12504079878"	"Mas del Cano"	"Q126596560"		"neighbourhood"			"4300560014101"	"43005001401"
"Urbanització Residencial El Remei"	"Principat"	"Alt Camp"	"Alcover"	"node"	"12498114572"	"Urbanització Residencial El Remei"	"Q9307470"		"neighbourhood"			"4300560008101"	"43005000801"
"Can Rui"	"Principat"	"Alt Camp"	"Cabra del Camp"	"node"	"12504374217"	"Can Rui"	"Q9184378"		"neighbourhood"			"4303630004399"	"43036000499"
"Mas del Plata"	"Principat"	"Alt Camp"	"Cabra del Camp"	"node"	"12504374216"	"Mas del Plata"	"Q9252214"		"neighbourhood"			"4303630002201"	"43036000201"
"Miralcamp"	"Principat"	"Alt Camp"	"Cabra del Camp"	"node"	"11132269751"	"Miralcamp"	"Q11781638"		"neighbourhood"			"4303630003899"	"43036000399"
"la Torre del Pitxo"	"Principat"	"Alt Camp"	"el Pla de Santa Maria"	"node"	"1241780321"	"la Torre del Pitxo"	"Q127509678"		"neighbourhood"			"4310800001702"	"43108000102"
"la Planeta"	"Principat"	"Alt Camp"	"el Pont d'Armentera"	"node"	"3888972587"	"la Planeta"	"Q127509679"		"neighbourhood"			"4311350001701"	"43113000101"
"la Font de la Roca"	"Principat"	"Alt Camp"	"els Garidells"	"node"	"12501288195"	"la Font de la Roca"	"Q66988284"		"neighbourhood"			"4306660001702"	"43066000102"
"Miramar"	"Principat"	"Alt Camp"	"Figuerola del Camp"	"node"	"3788773711"	"Miramar"	"Q17182266"		"hamlet"			"4305930001702"	"43059000102"
"les Hortasses"	"Principat"	"Alt Camp"	"la Riba"	"node"	"5344720172"	"les Hortasses"	"Q11048149"	"ca:Les Hortasses"	"neighbourhood"			"4312480002201"	"43124000201"
"Cabrera"	"Principat"	"Alt Camp"	"Mont-ral"	"node"	"7489711297"	"Cabrera"	"Q11930309"	"ca:La Cabrera (Mont-ral)"	"isolated_dwelling"			"4309180003899"	"43091000399"
"el Bosquet"	"Principat"	"Alt Camp"	"Mont-ral"	"node"	"5314833853"	"el Bosquet"	"Q641141"	"ca:El Bosquet (Mont-ral)"	"hamlet"			"4309180002201"	"43091000201"
"Farena"	"Principat"	"Alt Camp"	"Mont-ral"	"node"	"2337645650"	"Farena"	"Q4892448"	"ca:Farena"	"hamlet"			"4309180005601"	"43091000501"
"l'Aixàviga"	"Principat"	"Alt Camp"	"Mont-ral"	"node"	"5216335082"	"l'Aixàviga"	"Q11752217"	"ca:L'Aixàviga"	"hamlet"			"4309180001701"	"43091000101"
"la Cadeneta"	"Principat"	"Alt Camp"	"Mont-ral"	"node"	"12488208316"	"la Cadeneta"	"Q11752423"		"isolated_dwelling"			"4309180004301"	"43091000401"
"l'Alzineta"	"Principat"	"Alt Camp"	"Montferri"	"node"	"12504491959"	"l'Alzineta"	"Q67131326"		"neighbourhood"			"4308970001702"	"43089000102"
"Urbanització la Planeta"	"Principat"	"Alt Camp"	"Montferri"	"node"	"12504491958"	"Urbanització la Planeta"	"Q127509658"		"neighbourhood"			"4308970001703"	"43089000103"
"Vilardida"	"Principat"	"Alt Camp"	"Montferri"	"node"	"1891375562"	"Vilardida"	"Q9368742"		"hamlet"			"4308970002201"	"43089000201"
"Bellavista"	"Principat"	"Alt Camp"	"Nulles"	"node"	"3355511097"	"Bellavista"	"Q2843911"	"ca:Bellavista (Nulles)"	"hamlet"			"4309820001799"	"43098000199"
"Casafort"	"Principat"	"Alt Camp"	"Nulles"	"node"	"12504491957"	"Casafort"	"Q9185050"		"hamlet"			"4309820002299"	"43098000299"
"els Arcs"	"Principat"	"Alt Camp"	"Puigpelat"	"node"	"12504491954"	"els Arcs"	"Q11918918"	"ca:Els Arcs (Puigpelat)"	"neighbourhood"			"4311910003801"	"43119000301"
"la Bomba"	"Principat"	"Alt Camp"	"Puigpelat"	"node"	"1241757309"	"la Bomba"	"Q11947124"		"neighbourhood"			"4311910002201"	"43119000201"
"la Planella"	"Principat"	"Alt Camp"	"Puigpelat"	"node"	"12504491956"	"la Planella"	"Q17182119"		"neighbourhood"			"4311910004301"	"43119000401"
"la Sínia"	"Principat"	"Alt Camp"	"Puigpelat"	"node"	"12504491955"	"la Sínia"	"Q11930829"		"neighbourhood"			"4311910006901"	"43119000601"
"les Boveres"	"Principat"	"Alt Camp"	"Puigpelat"	"node"	"12504491953"	"les Boveres"	"Q17182124"		"neighbourhood"			"4311910005601"	"43119000501"
"Urbanització Puignou"	"Principat"	"Alt Camp"	"Puigpelat"	"node"	"12507303358"	"Urbanització Puignou"	"Q126596561"		"neighbourhood"			"4311910007501"	"43119000701"
"Bonany"	"Principat"	"Alt Camp"	"Querol"	"node"	"1716505590"	"Bonany"	"Q67150574"		"hamlet"			"4312050005602"	"43120000502"
"Cal Llenes"	"Principat"	"Alt Camp"	"Querol"	"node"	"12504374214"	"Cal Llenes"	"Q67150573"		"neighbourhood"			"4312050005603"	"43120000503"
"el Mas Gassons"	"Principat"	"Alt Camp"	"Querol"	"node"	"12504374211"	"el Mas Gassons"	"Q67150575"		"neighbourhood"			"4312050005604"	"43120000504"
"el Mas Vermell"	"Principat"	"Alt Camp"	"Querol"	"node"	"12504374212"	"el Mas Vermell"	"Q67150577"		"neighbourhood"			"4312050005605"	"43120000505"
"els Ranxos de Bonany"	"Principat"	"Alt Camp"	"Querol"	"node"	"12504374213"	"els Ranxos de Bonany"	"Q67150578"		"neighbourhood"			"4312050005606"	"43120000506"
"Esblada"	"Principat"	"Alt Camp"	"Querol"	"node"	"1020635710"	"Esblada"	"Q11697119"		"hamlet"			"4312050002201"	"43120000201"
"l'Arboçar"	"Principat"	"Alt Camp"	"Querol"	"node"	"3639592525"	"l'Arboçar"	"Q109875846"		"hamlet"			"4312050005601"	"43120000501"
"l'Alzineta"	"Principat"	"Alt Camp"	"Rodonyà"	"node"	"12504491960"	"l'Alzineta"	"Q127509685"		"neighbourhood"			"4313250001703"	"43132000103"
"Pineda de Santa Cristina"	"Principat"	"Alt Camp"	"Rodonyà"	"node"	"12507303357"	"Pineda de Santa Cristina"	"Q67150630"		"neighbourhood"			"4313250001702"	"43132000102"
"Bogatell"	"Principat"	"Alt Camp"	"Vallmoll"	"node"	"12501288196"	"Bogatell"	"Q67151214"		"neighbourhood"			"4316060002201"	"43160000201"
"Calders-Escaldes"	"Principat"	"Alt Camp"	"Vallmoll"	"node"	"12501288189"	"Calders-Escaldes"	"Q67150778"		"neighbourhood"			"4316060002205"	"43160000205"
"Garràfols"	"Principat"	"Alt Camp"	"Vallmoll"	"node"	"12501288197"	"Garràfols"	"Q67147292"		"neighbourhood"			"4316060003801"	"43160000301"
"les Planes"	"Principat"	"Alt Camp"	"Vallmoll"	"node"	"12501288199"	"les Planes"	"Q127509711"		"neighbourhood"			"4316060002203"	"43160000203"
"Urbanització Calders"	"Principat"	"Alt Camp"	"Vallmoll"	"node"	"12501288188"	"Urbanització Calders"	"Q127509710"		"neighbourhood"			"4316060002202"	"43160000202"
"Urbanització Pinars"	"Principat"	"Alt Camp"	"Vallmoll"	"node"	"12501288190"	"Urbanització Pinars"	"Q127509713"		"neighbourhood"			"4316060002207"	"43160000207"
"Vallmoll Paradís"	"Principat"	"Alt Camp"	"Vallmoll"	"node"	"12501288198"	"Vallmoll Paradís"	"Q9367014"		"neighbourhood"			"4316060002204"	"43160000204"
"Bon Sol"	"Principat"	"Alt Camp"	"Valls"	"node"	"12504491952"	"Bon Sol"	"Q67150795"		"neighbourhood"			"4316130004302"	"43161000402"
"Fontscaldes"	"Principat"	"Alt Camp"	"Valls"	"node"	"3788616869"	"Fontscaldes"	"Q17182075"	"ca:Fontscaldes"	"hamlet"			"4316130001701"	"43161000101"
"la Plana d'en Berga"	"Principat"	"Alt Camp"	"Valls"	"node"	"12335246977"	"la Plana d'en Berga"	"Q67150376"		"neighbourhood"			"4316130004303"	"43161000403"
"Masmolets"	"Principat"	"Alt Camp"	"Valls"	"node"	"12335246978"	"Masmolets"	"Q11936111"	"ca:Masmolets"	"hamlet"			"4316130002201"	"43161000201"
"Picamoixons"	"Principat"	"Alt Camp"	"Valls"	"node"	"886148744"	"Picamoixons"	"Q9059342"	"ca:Picamoixons"	"hamlet"			"4316130003801"	"43161000301"
"Sol i Vent"	"Principat"	"Alt Camp"	"Valls"	"node"	"12488445058"	"Sol i Vent"	"Q67151313"		"neighbourhood"			"4316130004304"	"43161000404"
"el Mas d'en Bosc"	"Principat"	"Alt Camp"	"Vila-rodona"	"node"	"2337048877"	"el Mas d'en Bosc"	"Q11696498"		"isolated_dwelling"			"4317040003801"	"43170000301"
"Vilardida"	"Principat"	"Alt Camp"	"Vila-rodona"	"node"	"12504491978"	"Vilardida"	"Q933302"	"ca:Vilardida"	"hamlet"			"4317040001701"	"43170000101"
"l'Estrada"	"Principat"	"Alt Empordà"	"Agullana"	"node"	"906640021"	"l'Estrada"	"Q11752225"	"ca:L'Estrada (Agullana)"	"hamlet"			"1700100002201"	"17001000201"
"Veïnat d'Amunt"	"Principat"	"Alt Empordà"	"Agullana"	"node"	"13018670864"	"Veïnat d'Amunt"	"Q66988154"		"hamlet"			"1706000006999"	"17060000699"
"Bassegoda"	"Principat"	"Alt Empordà"	"Albanyà"	"node"	"2426767550"	"Bassegoda"	"Q24055042"		"hamlet"			"1700310005699"	"17003000599"
"Carbonills"	"Principat"	"Alt Empordà"	"Albanyà"	"node"	"12412876074"	"Carbonills"	"Q9184524"	"ca:Carbonils (Albanyà)"	"locality"			"1700310002299"	"17003000299"
"Lliurona"	"Principat"	"Alt Empordà"	"Albanyà"	"node"	"4387402091"	"Lliurona"	"Q3977857"		"hamlet"			"1700310007599"	"17003000799"
"Molí de Baix"	"Principat"	"Alt Empordà"	"Albanyà"	"node"	"13018797031"	"Molí de Baix"	"Q11784893"		"hamlet"			"1700310003899"	"17003000399"
