"name:ca"	"regio"	"comarca"	"osm_id"	"osm_type"	"name"	"wikipedia"	"wikidata"	"border_type"	"admin_level"	"ref:idescat"	"ref:ine"	"ref:INSEE"
"Pratdip"	"Principat"	"Baix Camp"	"345204"	"relation"	"Pratdip"	"ca:Pratdip"	"Q763959"	"municipi"	"8"	"431188"	"43118000000"	
"Reus"	"Principat"	"Baix Camp"	"340853"	"relation"	"Reus"	"ca:Reus"	"Q487096"	"municipi"	"8"	"431233"	"43123000000"	
"Riudecanyes"	"Principat"	"Baix Camp"	"340849"	"relation"	"Riudecanyes"	"ca:Riudecanyes"	"Q913304"	"municipi"	"8"	"431270"	"43127000000"	
"Riudecols"	"Principat"	"Baix Camp"	"340859"	"relation"	"Riudecols"	"ca:Riudecols"	"Q742282"	"municipi"	"8"	"431286"	"43128000000"	
"Riudoms"	"Principat"	"Baix Camp"	"340858"	"relation"	"Riudoms"	"ca:Riudoms"	"Q679015"	"municipi"	"8"	"431299"	"43129000000"	
"Vandellòs i l'Hospitalet de l'Infant"	"Principat"	"Baix Camp"	"340194"	"relation"	"Vandellòs i l'Hospitalet de l'Infant"	"ca:Vandellòs i l'Hospitalet de l'Infant"	"Q983564"	"municipi"	"8"	"431628"	"43162000000"	
"Vilanova d'Escornalbou"	"Principat"	"Baix Camp"	"340197"	"relation"	"Vilanova d'Escornalbou"	"ca:Vilanova d'Escornalbou"	"Q1010284"	"municipi"	"8"	"431671"	"43167000000"	
"Vilaplana"	"Principat"	"Baix Camp"	"340201"	"relation"	"Vilaplana"	"ca:Vilaplana"	"Q985600"	"municipi"	"8"	"431690"	"43169000000"	
"Vinyols i els Arcs"	"Principat"	"Baix Camp"	"344885"	"relation"	"Vinyols i els Arcs"	"ca:Vinyols i els Arcs"	"Q1229681"	"municipi"	"8"	"431785"	"43178000000"	
"Aldover"	"Principat"	"Baix Ebre"	"342693"	"relation"	"Aldover"	"ca:Aldover"	"Q978852"	"municipi"	"8"	"430069"	"43006000000"	
"Alfara de Carles"	"Principat"	"Baix Ebre"	"342695"	"relation"	"Alfara de Carles"	"ca:Alfara de Carles"	"Q1228602"	"municipi"	"8"	"430081"	"43008000000"	
"Benifallet"	"Principat"	"Baix Ebre"	"342342"	"relation"	"Benifallet"	"ca:Benifallet"	"Q1228593"	"municipi"	"8"	"430252"	"43025000000"	
"Camarles"	"Principat"	"Baix Ebre"	"343186"	"relation"	"Camarles"	"ca:Camarles"	"Q1229298"	"municipi"	"8"	"439039"	"43903000000"	
"Deltebre"	"Principat"	"Baix Ebre"	"343185"	"relation"	"Deltebre"	"ca:Deltebre"	"Q967830"	"municipi"	"8"	"439018"	"43901000000"	
"el Perelló"	"Principat"	"Baix Ebre"	"340535"	"relation"	"el Perelló"	"ca:El Perelló"	"Q1229949"	"municipi"	"8"	"431042"	"43104000000"	
"l'Aldea"	"Principat"	"Baix Ebre"	"343189"	"relation"	"l'Aldea"	"ca:L'Aldea"	"Q983575"	"municipi"	"8"	"439044"	"43904000000"	
"l'Ametlla de Mar"	"Principat"	"Baix Ebre"	"346859"	"relation"	"l'Ametlla de Mar"	"ca:L'Ametlla de Mar"	"Q54780"	"municipi"	"8"	"430136"	"43013000000"	
"l'Ampolla"	"Principat"	"Baix Ebre"	"343190"	"relation"	"l'Ampolla"	"ca:L'Ampolla"	"Q983572"	"municipi"	"8"	"439060"	"43906000000"	
"Paüls"	"Principat"	"Baix Ebre"	"340533"	"relation"	"Paüls"	"ca:Paüls"	"Q746275"	"municipi"	"8"	"431021"	"43102000000"	
"Roquetes"	"Principat"	"Baix Ebre"	"345492"	"relation"	"Roquetes"	"ca:Roquetes"	"Q762516"	"municipi"	"8"	"431331"	"43133000000"	
"Tivenys"	"Principat"	"Baix Ebre"	"341837"	"relation"	"Tivenys"	"ca:Tivenys"	"Q645343"	"municipi"	"8"	"431495"	"43149000000"	
"Tortosa"	"Principat"	"Baix Ebre"	"344613"	"relation"	"Tortosa"	"ca:Tortosa"	"Q12812"	"municipi"	"8"	"431554"	"43155000000"	
"Xerta"	"Principat"	"Baix Ebre"	"346229"	"relation"	"Xerta"	"ca:Xerta"	"Q746392"	"municipi"	"8"	"430521"	"43052000000"	
"Albons"	"Principat"	"Baix Empordà"	"348057"	"relation"	"Albons"	"ca:Albons"	"Q13463"	"municipi"	"8"	"170046"	"17004000000"	
"Begur"	"Principat"	"Baix Empordà"	"343837"	"relation"	"Begur"	"ca:Begur"	"Q13462"	"municipi"	"8"	"170139"	"17013000000"	
"Bellcaire d'Empordà"	"Principat"	"Baix Empordà"	"343834"	"relation"	"Bellcaire d'Empordà"	"ca:Bellcaire d'Empordà"	"Q13461"	"municipi"	"8"	"170182"	"17018000000"	
"Calonge i Sant Antoni"	"Principat"	"Baix Empordà"	"344130"	"relation"	"Calonge i Sant Antoni"	"ca:Calonge i Sant Antoni"	"Q13459"	"municipi"	"8"	"170340"	"17034000000"	
"Castell d'Aro, Platja d'Aro i s'Agaró"	"Principat"	"Baix Empordà"	"347518"	"relation"	"Castell d'Aro, Platja d'Aro i s'Agaró"	"ca:Castell d'Aro, Platja d'Aro i s'Agaró"	"Q13467"	"municipi"	"8"	"170486"	"17048000000"	
"Colomers"	"Principat"	"Baix Empordà"	"343218"	"relation"	"Colomers"	"ca:Colomers"	"Q13469"	"municipi"	"8"	"170558"	"17055000000"	
"Corçà"	"Principat"	"Baix Empordà"	"343216"	"relation"	"Corçà"	"ca:Corçà"	"Q13468"	"municipi"	"8"	"170577"	"17057000000"	
"Cruïlles, Monells i Sant Sadurní de l'Heura"	"Principat"	"Baix Empordà"	"341395"	"relation"	"Cruïlles, Monells i Sant Sadurní de l'Heura"	"ca:Cruïlles, Monells i Sant Sadurní de l'Heura"	"Q13466"	"municipi"	"8"	"179011"	"17901000000"	
"Foixà"	"Principat"	"Baix Empordà"	"347773"	"relation"	"Foixà"	"ca:Foixà"	"Q13465"	"municipi"	"8"	"170681"	"17068000000"	
"Fontanilles"	"Principat"	"Baix Empordà"	"343540"	"relation"	"Fontanilles"	"ca:Fontanilles"	"Q13476"	"municipi"	"8"	"170708"	"17070000000"	
"Garrigoles"	"Principat"	"Baix Empordà"	"343538"	"relation"	"Garrigoles"	"ca:Garrigoles"	"Q13474"	"municipi"	"8"	"170767"	"17076000000"	
"Gualta"	"Principat"	"Baix Empordà"	"340341"	"relation"	"Gualta"	"ca:Gualta"	"Q13472"	"municipi"	"8"	"170813"	"17081000000"	
"Jafre"	"Principat"	"Baix Empordà"	"340345"	"relation"	"Jafre"	"ca:Jafre"	"Q13471"	"municipi"	"8"	"170852"	"17085000000"	
"la Bisbal d'Empordà"	"Principat"	"Baix Empordà"	"348891"	"relation"	"la Bisbal d'Empordà"	"ca:La Bisbal d'Empordà"	"Q13460"	"municipi"	"8"	"170221"	"17022000000"	
"la Pera"	"Principat"	"Baix Empordà"	"345219"	"relation"	"la Pera"	"ca:La Pera"	"Q13518"	"municipi"	"8"	"171306"	"17130000000"	
"la Tallada d'Empordà"	"Principat"	"Baix Empordà"	"346726"	"relation"	"la Tallada d'Empordà"	"ca:La Tallada d'Empordà"	"Q13571"	"municipi"	"8"	"171959"	"17195000000"	
"Mont-ras"	"Principat"	"Baix Empordà"	"345519"	"relation"	"Mont-ras"	"ca:Mont-ras"	"Q13489"	"municipi"	"8"	"171100"	"17110000000"	
"Palafrugell"	"Principat"	"Baix Empordà"	"345513"	"relation"	"Palafrugell"	"ca:Palafrugell"	"Q13490"	"municipi"	"8"	"171175"	"17117000000"	
"Palamós"	"Principat"	"Baix Empordà"	"345522"	"relation"	"Palamós"	"ca:Palamós"	"Q13491"	"municipi"	"8"	"171181"	"17118000000"	
"Palau-sator"	"Principat"	"Baix Empordà"	"340869"	"relation"	"Palau-sator"	"ca:Palau-sator"	"Q13492"	"municipi"	"8"	"171215"	"17121000000"	
"Pals"	"Principat"	"Baix Empordà"	"340871"	"relation"	"Pals"	"ca:Pals"	"Q13493"	"municipi"	"8"	"171241"	"17124000000"	
"Parlavà"	"Principat"	"Baix Empordà"	"340870"	"relation"	"Parlavà"	"ca:Parlavà"	"Q13516"	"municipi"	"8"	"171267"	"17126000000"	
"Regencós"	"Principat"	"Baix Empordà"	"340541"	"relation"	"Regencós"	"ca:Regencós"	"Q13519"	"municipi"	"8"	"171447"	"17144000000"	
"Rupià"	"Principat"	"Baix Empordà"	"344927"	"relation"	"Rupià"	"ca:Rupià"	"Q13520"	"municipi"	"8"	"171539"	"17153000000"	
"Sant Feliu de Guíxols"	"Principat"	"Baix Empordà"	"340210"	"relation"	"Sant Feliu de Guíxols"	"ca:Sant Feliu de Guíxols"	"Q13521"	"municipi"	"8"	"171609"	"17160000000"	
"Santa Cristina d'Aro"	"Principat"	"Baix Empordà"	"342520"	"relation"	"Santa Cristina d'Aro"	"ca:Santa Cristina d'Aro"	"Q13569"	"municipi"	"8"	"171812"	"17181000000"	
"Serra de Daró"	"Principat"	"Baix Empordà"	"346730"	"relation"	"Serra de Daró"	"ca:Serra de Daró"	"Q13570"	"municipi"	"8"	"171910"	"17191000000"	
"Torrent"	"Principat"	"Baix Empordà"	"346724"	"relation"	"Torrent"	"ca:Torrent (Baix Empordà)"	"Q13572"	"municipi"	"8"	"171978"	"17197000000"	
"Torroella de Montgrí"	"Principat"	"Baix Empordà"	"346722"	"relation"	"Torroella de Montgrí"	"ca:Torroella de Montgrí"	"Q13573"	"municipi"	"8"	"171997"	"17199000000"	
"Ullà"	"Principat"	"Baix Empordà"	"343314"	"relation"	"Ullà"	"ca:Ullà"	"Q13592"	"municipi"	"8"	"172044"	"17204000000"	
"Ullastret"	"Principat"	"Baix Empordà"	"343313"	"relation"	"Ullastret"	"ca:Ullastret"	"Q13589"	"municipi"	"8"	"172057"	"17205000000"	
"Ultramort"	"Principat"	"Baix Empordà"	"343307"	"relation"	"Ultramort"	"ca:Ultramort"	"Q13588"	"municipi"	"8"	"172039"	"17203000000"	
"Vall-llobrega"	"Principat"	"Baix Empordà"	"343305"	"relation"	"Vall-llobrega"	"ca:Vall-llobrega"	"Q13587"	"municipi"	"8"	"172095"	"17209000000"	
"Verges"	"Principat"	"Baix Empordà"	"347894"	"relation"	"Verges"	"ca:Verges"	"Q13586"	"municipi"	"8"	"172116"	"17211000000"	
"Vilopriu"	"Principat"	"Baix Empordà"	"347609"	"relation"	"Vilopriu"	"ca:Vilopriu"	"Q13585"	"municipi"	"8"	"172327"	"17232000000"	
"Vulpellac, Fonteta i Peratallada"	"Principat"	"Baix Empordà"	"341396"	"relation"	"Forallac"	"ca:Vulpellac, Fonteta i Peratallada"	"Q13475"	"municipi"	"8"	"179026"	"17902000000"	
"Abrera"	"Principat"	"Baix Llobregat"	"343408"	"relation"	"Abrera"	"ca:Abrera"	"Q15593"	"municipi"	"8"	"080018"	"08001000000"	
"Begues"	"Principat"	"Baix Llobregat"	"343715"	"relation"	"Begues"	"ca:Begues"	"Q15596"	"municipi"	"8"	"080207"	"08020000000"	
"Castelldefels"	"Principat"	"Baix Llobregat"	"339617"	"relation"	"Castelldefels"	"ca:Castelldefels"	"Q15597"	"municipi"	"8"	"080569"	"08056000000"	
"Castellví de Rosanes"	"Principat"	"Baix Llobregat"	"344375"	"relation"	"Castellví de Rosanes"	"ca:Castellví de Rosanes"	"Q15598"	"municipi"	"8"	"080667"	"08066000000"	
"Cervelló"	"Principat"	"Baix Llobregat"	"344373"	"relation"	"Cervelló"	"ca:Cervelló"	"Q15599"	"municipi"	"8"	"080689"	"08068000000"	
"Collbató"	"Principat"	"Baix Llobregat"	"344372"	"relation"	"Collbató"	"ca:Collbató"	"Q15600"	"municipi"	"8"	"080692"	"08069000000"	
"Corbera de Llobregat"	"Principat"	"Baix Llobregat"	"339967"	"relation"	"Corbera de Llobregat"	"ca:Corbera de Llobregat"	"Q15601"	"municipi"	"8"	"080728"	"08072000000"	
"Cornellà de Llobregat"	"Principat"	"Baix Llobregat"	"339968"	"relation"	"Cornellà de Llobregat"	"ca:Cornellà de Llobregat"	"Q15602"	"municipi"	"8"	"080734"	"08073000000"	
"el Papiol"	"Principat"	"Baix Llobregat"	"341787"	"relation"	"el Papiol"	"ca:El Papiol"	"Q15631"	"municipi"	"8"	"081580"	"08158000000"	
"el Prat de Llobregat"	"Principat"	"Baix Llobregat"	"345761"	"relation"	"el Prat de Llobregat"	"ca:El Prat de Llobregat"	"Q15619"	"municipi"	"8"	"081691"	"08169000000"	
"Esparreguera"	"Principat"	"Baix Llobregat"	"339971"	"relation"	"Esparreguera"	"ca:Esparreguera"	"Q15620"	"municipi"	"8"	"080765"	"08076000000"	
"Esplugues de Llobregat"	"Principat"	"Baix Llobregat"	"339972"	"relation"	"Esplugues de Llobregat"	"ca:Esplugues de Llobregat"	"Q15621"	"municipi"	"8"	"080771"	"08077000000"	
"Gavà"	"Principat"	"Baix Llobregat"	"342072"	"relation"	"Gavà"	"ca:Gavà"	"Q15622"	"municipi"	"8"	"080898"	"08089000000"	
"la Palma de Cervelló"	"Principat"	"Baix Llobregat"	"342960"	"relation"	"la Palma de Cervelló"	"ca:La Palma de Cervelló"	"Q15630"	"municipi"	"8"	"089058"	"08905000000"	
"Martorell"	"Principat"	"Baix Llobregat"	"346746"	"relation"	"Martorell"	"ca:Martorell"	"Q15623"	"municipi"	"8"	"081141"	"08114000000"	
"Molins de Rei"	"Principat"	"Baix Llobregat"	"345583"	"relation"	"Molins de Rei"	"ca:Molins de Rei"	"Q15624"	"municipi"	"8"	"081234"	"08123000000"	
"Olesa de Montserrat"	"Principat"	"Baix Llobregat"	"342826"	"relation"	"Olesa de Montserrat"	"ca:Olesa de Montserrat"	"Q15626"	"municipi"	"8"	"081477"	"08147000000"	
"Pallejà"	"Principat"	"Baix Llobregat"	"341413"	"relation"	"Pallejà"	"ca:Pallejà"	"Q15627"	"municipi"	"8"	"081574"	"08157000000"	
"Sant Andreu de la Barca"	"Principat"	"Baix Llobregat"	"348948"	"relation"	"Sant Andreu de la Barca"	"ca:Sant Andreu de la Barca"	"Q15634"	"municipi"	"8"	"081960"	"08196000000"	
"Sant Boi de Llobregat"	"Principat"	"Baix Llobregat"	"347545"	"relation"	"Sant Boi de Llobregat"	"ca:Sant Boi de Llobregat"	"Q15635"	"municipi"	"8"	"082009"	"08200000000"	
"Sant Climent de Llobregat"	"Principat"	"Baix Llobregat"	"347541"	"relation"	"Sant Climent de Llobregat"	"ca:Sant Climent de Llobregat"	"Q15636"	"municipi"	"8"	"082042"	"08204000000"	
"Sant Esteve Sesrovires"	"Principat"	"Baix Llobregat"	"342427"	"relation"	"Sant Esteve Sesrovires"	"ca:Sant Esteve Sesrovires"	"Q15638"	"municipi"	"8"	"082080"	"08208000000"	
"Sant Feliu de Llobregat"	"Principat"	"Baix Llobregat"	"343436"	"relation"	"Sant Feliu de Llobregat"	"ca:Sant Feliu de Llobregat"	"Q15639"	"municipi"	"8"	"082114"	"08211000000"	
"Sant Joan Despí"	"Principat"	"Baix Llobregat"	"343449"	"relation"	"Sant Joan Despí"	"ca:Sant Joan Despí"	"Q15640"	"municipi"	"8"	"082172"	"08217000000"	
"Sant Just Desvern"	"Principat"	"Baix Llobregat"	"347180"	"relation"	"Sant Just Desvern"	"ca:Sant Just Desvern"	"Q15641"	"municipi"	"8"	"082212"	"08221000000"	
"Sant Vicenç dels Horts"	"Principat"	"Baix Llobregat"	"346445"	"relation"	"Sant Vicenç dels Horts"	"ca:Sant Vicenç dels Horts"	"Q15649"	"municipi"	"8"	"082634"	"08263000000"	
"Santa Coloma de Cervelló"	"Principat"	"Baix Llobregat"	"345486"	"relation"	"Santa Coloma de Cervelló"	"ca:Santa Coloma de Cervelló"	"Q15632"	"municipi"	"8"	"082444"	"08244000000"	
"Torrelles de Llobregat"	"Principat"	"Baix Llobregat"	"346099"	"relation"	"Torrelles de Llobregat"	"ca:Torrelles de Llobregat"	"Q15650"	"municipi"	"8"	"082896"	"08289000000"	
"Vallirana"	"Principat"	"Baix Llobregat"	"341899"	"relation"	"Vallirana"	"ca:Vallirana"	"Q15651"	"municipi"	"8"	"082956"	"08295000000"	
"Viladecans"	"Principat"	"Baix Llobregat"	"344522"	"relation"	"Viladecans"	"ca:Viladecans"	"Q15652"	"municipi"	"8"	"083015"	"08301000000"	
"Albinyana"	"Principat"	"Baix Penedès"	"342689"	"relation"	"Albinyana"	"ca:Albinyana"	"Q1229289"	"municipi"	"8"	"430022"	"43002000000"	
"Banyeres del Penedès"	"Principat"	"Baix Penedès"	"342337"	"relation"	"Banyeres del Penedès"	"ca:Banyeres del Penedès"	"Q1228578"	"municipi"	"8"	"430206"	"43020000000"	
"Bellvei"	"Principat"	"Baix Penedès"	"342341"	"relation"	"Bellvei"	"ca:Bellvei"	"Q1230086"	"municipi"	"8"	"430249"	"43024000000"	
"Bonastre"	"Principat"	"Baix Penedès"	"346544"	"relation"	"Bonastre"	"ca:Bonastre"	"Q1229263"	"municipi"	"8"	"430304"	"43030000000"	
"Calafell"	"Principat"	"Baix Penedès"	"346549"	"relation"	"Calafell"	"ca:Calafell"	"Q983637"	"municipi"	"8"	"430379"	"43037000000"	
"Cunit"	"Principat"	"Baix Penedès"	"346230"	"relation"	"Cunit"	"ca:Cunit"	"Q474489"	"municipi"	"8"	"430516"	"43051000000"	
"el Montmell"	"Principat"	"Baix Penedès"	"348140"	"relation"	"el Montmell"	"ca:El Montmell"	"Q389164"	"municipi"	"8"	"430901"	"43090000000"	
"el Vendrell"	"Principat"	"Baix Penedès"	"340193"	"relation"	"el Vendrell"	"ca:El Vendrell"	"Q929759"	"municipi"	"8"	"431634"	"43163000000"	
"l'Arboç"	"Principat"	"Baix Penedès"	"346856"	"relation"	"l'Arboç"	"ca:L'Arboç"	"Q1233527"	"municipi"	"8"	"430167"	"43016000000"	
"la Bisbal del Penedès"	"Principat"	"Baix Penedès"	"342333"	"relation"	"la Bisbal del Penedès"	"ca:La Bisbal del Penedès"	"Q1229658"	"municipi"	"8"	"430287"	"43028000000"	
"Llorenç del Penedès"	"Principat"	"Baix Penedès"	"342470"	"relation"	"Llorenç del Penedès"	"ca:Banyeres del Penedès"	"Q1228578"	"municipi"	"8"	"430748"	"43074000000"	
"Masllorenç"	"Principat"	"Baix Penedès"	"346050"	"relation"	"Masllorenç"	"ca:Masllorenç"	"Q1230125"	"municipi"	"8"	"430799"	"43079000000"	
"Sant Jaume dels Domenys"	"Principat"	"Baix Penedès"	"345496"	"relation"	"Sant Jaume dels Domenys"	"ca:Sant Jaume dels Domenys"	"Q1228543"	"municipi"	"8"	"431378"	"43137000000"	
"Santa Oliva"	"Principat"	"Baix Penedès"	"339878"	"relation"	"Santa Oliva"	"ca:Santa Oliva"	"Q1229647"	"municipi"	"8"	"431401"	"43140000000"	
"Badalona"	"Principat"	"Barcelonès"	"347954"	"relation"	"Badalona"	"ca:Badalona"	"Q15468"	"municipi"	"8"	"080155"	"08015000000"	
"Barcelona"	"Principat"	"Barcelonès"	"347950"	"relation"	"Barcelona"	"ca:Barcelona"	"Q1492"	"municipi"	"8"	"080193"	"08019000000"	
"l'Hospitalet de Llobregat"	"Principat"	"Barcelonès"	"345401"	"relation"	"l'Hospitalet de Llobregat"	"ca:L'Hospitalet de Llobregat"	"Q15470"	"municipi"	"8"	"081017"	"08101000000"	
"Sant Adrià de Besòs"	"Principat"	"Barcelonès"	"348950"	"relation"	"Sant Adrià de Besòs"	"ca:Sant Adrià de Besòs"	"Q15471"	"municipi"	"8"	"081944"	"08194000000"	
"Santa Coloma de Gramenet"	"Principat"	"Barcelonès"	"347480"	"relation"	"Santa Coloma de Gramenet"	"ca:Santa Coloma de Gramenet"	"Q15473"	"municipi"	"8"	"082457"	"08245000000"	
"Avià"	"Principat"	"Berguedà"	"347958"	"relation"	"Avià"	"ca:Avià"	"Q15495"	"municipi"	"8"	"080116"	"08011000000"	
"Bagà"	"Principat"	"Berguedà"	"347951"	"relation"	"Bagà"	"ca:Bagà"	"Q15486"	"municipi"	"8"	"080168"	"08016000000"	
"Berga"	"Principat"	"Berguedà"	"343713"	"relation"	"Berga"	"ca:Berga"	"Q15487"	"municipi"	"8"	"080229"	"08022000000"	
"Borredà"	"Principat"	"Berguedà"	"343719"	"relation"	"Borredà"	"ca:Borredà"	"Q15488"	"municipi"	"8"	"080240"	"08024000000"	
"Capolat"	"Principat"	"Berguedà"	"344064"	"relation"	"Capolat"	"ca:Capolat"	"Q15489"	"municipi"	"8"	"080459"	"08045000000"	
"Casserres"	"Principat"	"Berguedà"	"344068"	"relation"	"Casserres"	"ca:Casserres"	"Q15491"	"municipi"	"8"	"080497"	"08049000000"	
"Castell de l'Areny"	"Principat"	"Berguedà"	"339618"	"relation"	"Castell de l'Areny"	"ca:Castell de l'Areny"	"Q15492"	"municipi"	"8"	"080575"	"08057000000"	
"Castellar de n'Hug"	"Principat"	"Berguedà"	"339613"	"relation"	"Castellar de n'Hug"	"ca:Castellar de n'Hug"	"Q15493"	"municipi"	"8"	"080522"	"08052000000"	
"Castellar del Riu"	"Principat"	"Berguedà"	"339615"	"relation"	"Castellar del Riu"	"ca:Castellar del Riu"	"Q15494"	"municipi"	"8"	"080500"	"08050000000"	
"Cercs"	"Principat"	"Berguedà"	"346438"	"relation"	"Cercs"	"ca:Cercs"	"Q15504"	"municipi"	"8"	"082687"	"08268000000"	
"Fígols"	"Principat"	"Berguedà"	"342069"	"relation"	"Fígols"	"ca:Fígols"	"Q15508"	"municipi"	"8"	"080804"	"08080000000"	
"Gironella"	"Principat"	"Berguedà"	"346612"	"relation"	"Gironella"	"ca:Gironella"	"Q15509"	"municipi"	"8"	"080924"	"08092000000"	
"Gisclareny"	"Principat"	"Berguedà"	"346613"	"relation"	"Gisclareny"	"ca:Gisclareny"	"Q15511"	"municipi"	"8"	"080930"	"08093000000"	
"Gósol"	"Principat"	"Berguedà"	"346074"	"relation"	"Gósol"	"ca:Gósol"	"Q15518"	"municipi"	"8"	"251001"	"25100000000"	
"Guardiola de Berguedà"	"Principat"	"Berguedà"	"346617"	"relation"	"Guardiola de Berguedà"	"ca:Guardiola de Berguedà"	"Q15519"	"municipi"	"8"	"080996"	"08099000000"	
"l'Espunyola"	"Principat"	"Berguedà"	"339963"	"relation"	"l'Espunyola"	"ca:L'Espunyola"	"Q15506"	"municipi"	"8"	"080787"	"08078000000"	
"la Nou de Berguedà"	"Principat"	"Berguedà"	"345415"	"relation"	"la Nou de Berguedà"	"ca:La Nou de Berguedà"	"Q15524"	"municipi"	"8"	"081424"	"08142000000"	
"la Pobla de Lillet"	"Principat"	"Berguedà"	"345694"	"relation"	"la Pobla de Lillet"	"ca:La Pobla de Lillet"	"Q15529"	"municipi"	"8"	"081666"	"08166000000"	
"la Quar"	"Principat"	"Berguedà"	"339858"	"relation"	"la Quar"	"ca:La Quar"	"Q15535"	"municipi"	"8"	"081770"	"08177000000"	
"Montclar"	"Principat"	"Berguedà"	"340380"	"relation"	"Montclar"	"ca:Montclar"	"Q15521"	"municipi"	"8"	"081304"	"08130000000"	
"Montmajor"	"Principat"	"Berguedà"	"340382"	"relation"	"Montmajor"	"ca:Montmajor"	"Q15522"	"municipi"	"8"	"081326"	"08132000000"	
"Olvan"	"Principat"	"Berguedà"	"346003"	"relation"	"Olvan"	"ca:Olvan"	"Q15527"	"municipi"	"8"	"081445"	"08144000000"	
"Puig-reig"	"Principat"	"Berguedà"	"341050"	"relation"	"Puig-reig"	"ca:Puig-reig"	"Q15534"	"municipi"	"8"	"081751"	"08175000000"	
"Sagàs"	"Principat"	"Berguedà"	"344198"	"relation"	"Sagàs"	"ca:Sagàs"	"Q15536"	"municipi"	"8"	"081884"	"08188000000"	
"Saldes"	"Principat"	"Berguedà"	"348946"	"relation"	"Saldes"	"ca:Saldes"	"Q15537"	"municipi"	"8"	"081901"	"08190000000"	
"Sant Jaume de Frontanyà"	"Principat"	"Berguedà"	"343448"	"relation"	"Sant Jaume de Frontanyà"	"ca:Sant Jaume de Frontanyà"	"Q15538"	"municipi"	"8"	"082166"	"08216000000"	
"Sant Julià de Cerdanyola"	"Principat"	"Berguedà"	"341775"	"relation"	"Sant Julià de Cerdanyola"	"ca:Sant Julià de Cerdanyola"	"Q15539"	"municipi"	"8"	"089030"	"08903000000"	
"Santa Maria de Merlès"	"Principat"	"Berguedà"	"339489"	"relation"	"Santa Maria de Merlès"	"ca:Santa Maria de Merlès"	"Q15541"	"municipi"	"8"	"082554"	"08255000000"	
"Vallcebre"	"Principat"	"Berguedà"	"341897"	"relation"	"Vallcebre"	"ca:Vallcebre"	"Q15543"	"municipi"	"8"	"082938"	"08293000000"	
"Vilada"	"Principat"	"Berguedà"	"341904"	"relation"	"Vilada"	"ca:Vilada"	"Q15544"	"municipi"	"8"	"082994"	"08299000000"	
"Viver i Serrateix"	"Principat"	"Berguedà"	"344523"	"relation"	"Viver i Serrateix"	"ca:Viver i Serrateix"	"Q15545"	"municipi"	"8"	"083089"	"08308000000"	
"Alp"	"Principat"	"Cerdanya"	"348059"	"relation"	"Alp"	"ca:Alp"	"Q13731"	"municipi"	"8"	"170062"	"17006000000"	
"Bellver de Cerdanya"	"Principat"	"Cerdanya"	"344261"	"relation"	"Bellver de Cerdanya"	"ca:Bellver de Cerdanya"	"Q13732"	"municipi"	"8"	"250518"	"25051000000"	
"Bolvir"	"Principat"	"Cerdanya"	"348889"	"relation"	"Bolvir"	"ca:Bolvir"	"Q13733"	"municipi"	"8"	"170242"	"17024000000"	
"Das"	"Principat"	"Cerdanya"	"347766"	"relation"	"Das"	"ca:Das"	"Q13734"	"municipi"	"8"	"170617"	"17061000000"	
"Fontanals de Cerdanya"	"Principat"	"Cerdanya"	"347772"	"relation"	"Fontanals de Cerdanya"	"ca:Fontanals de Cerdanya"	"Q13735"	"municipi"	"8"	"170694"	"17069000000"	
"Ger"	"Principat"	"Cerdanya"	"343534"	"relation"	"Ger"	"ca:Ger"	"Q13749"	"municipi"	"8"	"170789"	"17078000000"	
"Guils de Cerdanya"	"Principat"	"Cerdanya"	"340344"	"relation"	"Guils de Cerdanya"	"ca:Guils de Cerdanya"	"Q13748"	"municipi"	"8"	"170828"	"17082000000"	
"Isòvol"	"Principat"	"Cerdanya"	"340346"	"relation"	"Isòvol"	"ca:Isòvol"	"Q13747"	"municipi"	"8"	"170849"	"17084000000"	
"Lles de Cerdanya"	"Principat"	"Cerdanya"	"346346"	"relation"	"Lles de Cerdanya"	"ca:Lles de Cerdanya"	"Q13746"	"municipi"	"8"	"251272"	"25127000000"	
"Llívia"	"Principat"	"Cerdanya"	"356747"	"relation"	"Llívia"	"ca:Llívia"	"Q13745"	"municipi"	"8"	"170947"	"17094000000"	
"Meranges"	"Principat"	"Cerdanya"	"345041"	"relation"	"Meranges"	"ca:Meranges"	"Q13754"	"municipi"	"8"	"170998"	"17099000000"	
"Montellà i Martinet"	"Principat"	"Cerdanya"	"342143"	"relation"	"Montellà i Martinet"	"ca:Montellà i Martinet"	"Q13756"	"municipi"	"8"	"251399"	"25139000000"	
"Prats i Sansor"	"Principat"	"Cerdanya"	"342837"	"relation"	"Prats i Sansor"	"ca:Prats i Sansor"	"Q13757"	"municipi"	"8"	"251752"	"25175000000"	
"Prullans"	"Principat"	"Cerdanya"	"342829"	"relation"	"Prullans"	"ca:Prullans"	"Q13758"	"municipi"	"8"	"251790"	"25179000000"	
"Puigcerdà"	"Principat"	"Cerdanya"	"340546"	"relation"	"Puigcerdà"	"ca:Puigcerdà"	"Q13765"	"municipi"	"8"	"171411"	"17141000000"	
"Riu de Cerdanya"	"Principat"	"Cerdanya"	"345921"	"relation"	"Riu de Cerdanya"	"ca:Riu de Cerdanya"	"Q13764"	"municipi"	"8"	"259139"	"25913000000"	
