"name:ca"	"regio"	"comarca"	"municipi"	"osm_type"	"osm_id"	"name"	"wikidata"	"wikipedia"	"place"	"capital"	"admin_level"	"ref:idescat"	"ref:ine"	"ref:INSEE"
"Bordils"	"Principat"	"Gironès"	"Bordils"	"node"	"1460478701"	"Bordils"	"Q13419"	"ca:Bordils"	"village"	"8"		"1702550001701"	"17025000101"	
"Campllong"	"Principat"	"Gironès"	"Campllong"	"node"	"1460478684"	"Campllong"	"Q13421"	"ca:Campllong"	"village"	"8"		"1703880001701"	"17038000101"	
"Canet d'Adri"	"Principat"	"Gironès"	"Canet d'Adri"	"node"	"1460477995"	"Canet d'Adri"	"Q13422"	"ca:Canet d'Adri"	"village"	"8"		"1704050003801"	"17040000301"	
"Cassà de la Selva"	"Principat"	"Gironès"	"Cassà de la Selva"	"node"	"5417486419"	"Cassà de la Selva"	"Q13424"	"ca:Cassà de la Selva"	"town"	"8"		"1704480001701"	"17044000101"	
"Celrà"	"Principat"	"Gironès"	"Celrà"	"node"	"427659086"	"Celrà"	"Q13426"	"ca:Celrà"	"village"	"8"		"1704990001701"	"17049000101"	
"Cervià de Ter"	"Principat"	"Gironès"	"Cervià de Ter"	"node"	"2132972371"	"Cervià de Ter"	"Q13428"	"ca:Cervià de Ter"	"village"	"8"		"1705020001701"	"17050000101"	
"Flaçà"	"Principat"	"Gironès"	"Flaçà"	"node"	"401297161"	"Flaçà"	"Q13430"	"ca:Flaçà"	"village"	"8"		"1706750003801"	"17067000301"	
"Fornells de la Selva"	"Principat"	"Gironès"	"Fornells de la Selva"	"node"	"366058178"	"Fornells de la Selva"	"Q13431"	"ca:Fornells de la Selva"	"village"	"8"		"1707360001701"	"17073000101"	
"Girona"	"Principat"	"Gironès"	"Girona"	"node"	"30894545"	"Girona"	"Q7038"	"ca:Girona"	"city"	"6"		"1707920005601"	"17079000501"	
"Juià"	"Principat"	"Gironès"	"Juià"	"node"	"1460478514"	"Juià"	"Q13432"	"ca:Juià"	"village"	"8"		"1708710002201"	"17087000201"	
"Llagostera"	"Principat"	"Gironès"	"Llagostera"	"node"	"30894544"	"Llagostera"	"Q13435"	"ca:Llagostera"	"village"	"8"		"1708900002201"	"17089000201"	
"Llambilles"	"Principat"	"Gironès"	"Llambilles"	"node"	"445852756"	"Llambilles"	"Q13438"	"ca:Llambilles"	"village"	"8"		"1709040004302"	"17090000402"	
"Madremanya"	"Principat"	"Gironès"	"Madremanya"	"node"	"550530733"	"Madremanya"	"Q13441"	"ca:Madremanya"	"village"	"8"		"1709790002201"	"17097000201"	
"Medinyà"	"Principat"	"Gironès"	"Medinyà"	"node"	"444720187"	"Medinyà"	"Q11776837"	"ca:Medinyà"	"village"	"8"		"1716930002201"	"17169000201"	
"Quart"	"Principat"	"Gironès"	"Quart"	"node"	"2191070563"	"Quart"	"Q13443"	"ca:Quart"	"village"	"8"		"1714260006901"	"17142000601"	
"Salt"	"Principat"	"Gironès"	"Salt"	"node"	"1470838822"	"Salt"	"Q13444"	"ca:Salt"	"town"	"8"		"1715570001701"	"17155000101"	
"Sant Andreu Salou"	"Principat"	"Gironès"	"Sant Andreu Salou"	"node"	"1460478631"	"Sant Andreu Salou"	"Q13449"	"ca:Sant Andreu Salou"	"village"	"8"		"1715760001701"	"17157000101"	
"Sant Gregori"	"Principat"	"Gironès"	"Sant Gregori"	"node"	"354906828"	"Sant Gregori"	"Q13448"	"ca:Sant Gregori"	"village"	"8"		"1716370006901"	"17163000601"	
"Sant Joan de Mollet"	"Principat"	"Gironès"	"Sant Joan de Mollet"	"node"	"401297162"	"Sant Joan de Mollet"	"Q13447"	"ca:Sant Joan de Mollet"	"village"	"8"		"1716800001701"	"17168000101"	
"Sant Jordi Desvalls"	"Principat"	"Gironès"	"Sant Jordi Desvalls"	"node"	"1470839189"	"Sant Jordi Desvalls"	"Q13454"	"ca:Sant Jordi Desvalls"	"village"	"8"		"1716680001701"	"17166000101"	
"Sant Julià de Ramis"	"Principat"	"Gironès"	"Sant Julià de Ramis"	"node"	"1460478672"	"Sant Julià de Ramis"	"Q13453"	"ca:Sant Julià de Ramis"	"village"	"8"		"1716930007501"	"17169000701"	
"Sant Martí de Llémena"	"Principat"	"Gironès"	"Sant Martí de Llémena"	"node"	"1460478044"	"Sant Martí de Llémena"	"Q13452"	"ca:Sant Martí de Llémena"	"village"	"8"		"1717290003801"	"17172000301"	
"Sant Martí Vell"	"Principat"	"Gironès"	"Sant Martí Vell"	"node"	"4971966585"	"Sant Martí Vell"	"Q13458"	"ca:Sant Martí Vell"	"village"	"8"		"1717350005601"	"17173000501"	
"Sarrià de Ter"	"Principat"	"Gironès"	"Sarrià de Ter"	"node"	"354906830"	"Sarrià de Ter"	"Q13456"	"ca:Sarrià de Ter"	"village"	"8"		"1718640004301"	"17186000401"	
"Vilablareix"	"Principat"	"Gironès"	"Vilablareix"	"node"	"1460478638"	"Vilablareix"	"Q13457"	"ca:Vilablareix"	"village"	"8"		"1721550003899"	"17215000399"	
"Viladasens"	"Principat"	"Gironès"	"Viladasens"	"node"	"1177746058"	"Viladasens"	"Q13455"	"ca:Viladasens"	"village"	"8"		"1721680005601"	"17216000501"	
"Alpens"	"Principat"	"Lluçanès"	"Alpens"	"node"	"7099418948"	"Alpens"	"Q13777"	"ca:Alpens"	"village"	"8"		"0800440001701"	"08004000101"	
"Santa Eulàlia de Puig-oriol"	"Principat"	"Lluçanès"	"Lluçà"	"node"	"1466087531"	"Santa Eulàlia de Puig-oriol"	"Q11703581"	"ca:Santa Eulàlia de Puig-oriol"	"village"	"8"		"0810940002201"	"08109000201"	
"Olost"	"Principat"	"Lluçanès"	"Olost"	"node"	"247461646"	"Olost"	"Q13798"	"ca:Olost"	"village"	"8"		"0814960001701"	"08149000101"	
"Oristà"	"Principat"	"Lluçanès"	"Oristà"	"node"	"538393710"	"Oristà"	"Q13796"	"ca:Oristà"	"village"	"8"		"0815160003801"	"08151000301"	
"Perafita"	"Principat"	"Lluçanès"	"Perafita"	"node"	"550050895"	"Perafita"	"Q13795"	"ca:Perafita"	"village"	"8"		"0816070001701"	"08160000101"	
"Prats de Lluçanès"	"Principat"	"Lluçanès"	"Prats de Lluçanès"	"node"	"1470838782"	"Prats de Lluçanès"	"Q13814"	"ca:Prats de Lluçanès"	"town"	"7"		"0817120001701"	"08171000101"	
"Sant Martí d'Albars"	"Principat"	"Lluçanès"	"Sant Martí d'Albars"	"node"	"1460479022"	"Sant Martí d'Albars"	"Q13822"	"ca:Sant Martí d'Albars"	"village"	"8"		"0822510001701"	"08225000101"	
"Sobremunt"	"Principat"	"Lluçanès"	"Sobremunt"	"node"	"539466271"	"Sobremunt"	"Q13848"	"ca:Sobremunt"	"village"	"8"		"0827110002201"	"08271000201"	
"Alella"	"Principat"	"Maresme"	"Alella"	"node"	"523051389"	"Alella"	"Q31910499"		"village"	"8"		"0800390001701"	"08003000101"	
"Arenys de Mar"	"Principat"	"Maresme"	"Arenys de Mar"	"node"	"1470838013"	"Arenys de Mar"	"Q12110"	"ca:Arenys de Mar"	"town"	"8"		"0800600001701"	"08006000101"	
"Arenys de Munt"	"Principat"	"Maresme"	"Arenys de Munt"	"node"	"571251816"	"Arenys de Munt"	"Q12101"	"ca:Arenys de Munt"	"village"	"8"		"0800760001701"	"08007000101"	
"Argentona"	"Principat"	"Maresme"	"Argentona"	"node"	"1470838014"	"Argentona"	"Q11539"	"ca:Argentona"	"town"	"8"		"0800950001701"	"08009000101"	
"Cabrera de Mar"	"Principat"	"Maresme"	"Cabrera de Mar"	"node"	"523051419"	"Cabrera de Mar"	"Q12824"	"ca:Cabrera de Mar"	"village"	"8"		"0802910001702"	"08029000102"	
"Cabrils"	"Principat"	"Maresme"	"Cabrils"	"node"	"1425992759"	"Cabrils"	"Q12083"	"ca:Cabrils"	"village"	"8"		"0803050001701"	"08030000101"	
"Caldes d'Estrac"	"Principat"	"Maresme"	"Caldes d'Estrac"	"node"	"571255892"	"Caldes d'Estrac"	"Q12102"	"ca:Caldes d'Estrac"	"village"	"8"		"0803270001701"	"08032000101"	
"Calella"	"Principat"	"Maresme"	"Calella"	"node"	"1470838165"	"Calella"	"Q12540"	"ca:Calella"	"town"	"8"		"0803510001701"	"08035000101"	
"Canet de Mar"	"Principat"	"Maresme"	"Canet de Mar"	"node"	"1470838178"	"Canet de Mar"	"Q12114"	"ca:Canet de Mar"	"town"	"8"		"0804030001701"	"08040000101"	
"Dosrius"	"Principat"	"Maresme"	"Dosrius"	"node"	"541816485"	"Dosrius"	"Q11968"	"ca:Dosrius"	"village"	"8"		"0807520001704"	"08075000104"	
"el Masnou"	"Principat"	"Maresme"	"el Masnou"	"node"	"1470838263"	"el Masnou"	"Q12039"	"ca:El Masnou"	"town"	"8"		"0811890001701"	"08118000101"	
"Malgrat de Mar"	"Principat"	"Maresme"	"Malgrat de Mar"	"node"	"1460478645"	"Malgrat de Mar"	"Q12590"	"ca:Malgrat de Mar"	"town"	"8"		"0811080001701"	"08110000101"	
"Mataró"	"Principat"	"Maresme"	"Mataró"	"node"	"65523130"	"Mataró"	"Q11492"	"ca:Mataró"	"city"	"7"		"0812130001701"	"08121000101"	
"Montgat"	"Principat"	"Maresme"	"Montgat"	"node"	"1470838553"	"Montgat"	"Q12022"	"ca:Montgat"	"town"	"8"		"0812650001701"	"08126000101"	
"Òrrius"	"Principat"	"Maresme"	"Òrrius"	"node"	"1460478298"	"Òrrius"	"Q12080"	"ca:Òrrius"	"village"	"8"		"0815370001701"	"08153000101"	
"Palafolls"	"Principat"	"Maresme"	"Palafolls"	"node"	"568786140"	"Palafolls"	"Q12595"	"ca:Palafolls"	"village"	"8"		"0815550001701"	"08155000101"	
"Pineda de Mar"	"Principat"	"Maresme"	"Pineda de Mar"	"node"	"1470838702"	"Pineda de Mar"	"Q12552"	"ca:Pineda de Mar"	"town"	"8"		"0816350001704"	"08163000104"	
"Premià de Dalt"	"Principat"	"Maresme"	"Premià de Dalt"	"node"	"523051392"	"Premià de Dalt"	"Q12049"	"ca:Premià de Dalt"	"village"	"8"		"0823030002201"	"08230000201"	
"Premià de Mar"	"Principat"	"Maresme"	"Premià de Mar"	"node"	"1470838783"	"Premià de Mar"	"Q12046"	"ca:Premià de Mar"	"town"	"8"		"0817270001701"	"08172000101"	
"Sant Andreu de Llavaneres"	"Principat"	"Maresme"	"Sant Andreu de Llavaneres"	"node"	"1470839142"	"Sant Andreu de Llavaneres"	"Q12093"	"ca:Sant Andreu de Llavaneres"	"town"	"8"		"0819760001701"	"08197000101"	
"Sant Cebrià de Vallalta"	"Principat"	"Maresme"	"Sant Cebrià de Vallalta"	"node"	"1460478652"	"Sant Cebrià de Vallalta"	"Q12520"	"ca:Sant Cebrià de Vallalta"	"village"	"8"		"0820370001701"	"08203000101"	
"Sant Iscle de Vallalta"	"Principat"	"Maresme"	"Sant Iscle de Vallalta"	"node"	"1460477937"	"Sant Iscle de Vallalta"	"Q12122"	"ca:Sant Iscle de Vallalta"	"village"	"8"		"0819390001701"	"08193000101"	
"Sant Pol de Mar"	"Principat"	"Maresme"	"Sant Pol de Mar"	"node"	"571251818"	"Sant Pol de Mar"	"Q12534"	"ca:Sant Pol de Mar"	"village"	"8"		"0823590001703"	"08235000103"	
"Sant Vicenç de Montalt"	"Principat"	"Maresme"	"Sant Vicenç de Montalt"	"node"	"571255897"	"Sant Vicenç de Montalt"	"Q12095"	"ca:Sant Vicenç de Montalt"	"village"	"8"		"0826490001701"	"08264000101"	
"Santa Susanna"	"Principat"	"Maresme"	"Santa Susanna"	"node"	"571272919"	"Santa Susanna"	"Q12587"	"ca:Santa Susanna"	"village"	"8"		"0826130001701"	"08261000101"	
"Teià"	"Principat"	"Maresme"	"Teià"	"node"	"523051391"	"Teià"	"Q12028"	"ca:Teià"	"village"	"8"		"0828190001700"	"08281000100"	
"Tiana"	"Principat"	"Maresme"	"Tiana"	"node"	"523051362"	"Tiana"	"Q12026"	"ca:Tiana"	"village"	"8"		"0828240001701"	"08282000101"	
"Tordera"	"Principat"	"Maresme"	"Tordera"	"node"	"1470839495"	"Tordera"	"Q12596"	"ca:Tordera"	"village"	"8"		"0828450001703"	"08284000103"	
"Vilassar de Dalt"	"Principat"	"Maresme"	"Vilassar de Dalt"	"node"	"523051405"	"Vilassar de Dalt"	"Q12075"	"ca:Vilassar de Dalt"	"village"	"8"		"0821400001701"	"08214000101"	
"Vilassar de Mar"	"Principat"	"Maresme"	"Vilassar de Mar"	"node"	"1470839541"	"Vilassar de Mar"	"Q12071"	"ca:Vilassar de Mar"	"town"	"8"		"0821910001701"	"08219000101"	
"Calders"	"Principat"	"Moianès"	"Calders"	"node"	"540782373"	"Calders"	"Q16680"	"ca:Calders"	"village"	"8"		"0803480001701"	"08034000101"	
"Castellcir"	"Principat"	"Moianès"	"Castellcir"	"node"	"1400063541"	"Castellcir"	"Q15407"	"ca:Castellcir"	"village"	"8"		"080556"	"08055000101"	
"Castellterçol"	"Principat"	"Moianès"	"Castellterçol"	"node"	"595310937"	"Castellterçol"	"Q15408"	"ca:Castellterçol"	"village"	"8"		"0806410001701"	"08064000101"	
"Collsuspina"	"Principat"	"Moianès"	"Collsuspina"	"node"	"269726161"	"Collsuspina"	"Q13779"	"ca:Collsuspina"	"village"	"8"		"0807060002201"	"08070000201"	
"Granera"	"Principat"	"Moianès"	"Granera"	"node"	"1460478675"	"Granera"	"Q15418"	"ca:Granera"	"village"	"8"		"0809580001701"	"08095000101"	
"l'Estany"	"Principat"	"Moianès"	"l'Estany"	"node"	"5643764220"	"l'Estany"	"Q16694"	"ca:L'Estany"	"village"	"8"		"0807900001701"	"08079000101"	
"Moià"	"Principat"	"Moianès"	"Moià"	"node"	"269726056"	"Moià"	"Q16702"	"ca:Moià"	"town"	"7"		"0813850001701"	"08138000101"	
"Monistrol de Calders"	"Principat"	"Moianès"	"Monistrol de Calders"	"node"	"540818297"	"Monistrol de Calders"	"Q16703"	"ca:Monistrol de Calders"	"village"	"8"		"0812870002201"	"08128000201"	
"Sant Quirze Safaja"	"Principat"	"Moianès"	"Sant Quirze Safaja"	"node"	"1460478982"	"Sant Quirze Safaja"	"Q15452"	"ca:Sant Quirze Safaja"	"village"	"8"		"0823970001701"	"08239000101"	
"Santa Maria d'Oló"	"Principat"	"Moianès"	"Santa Maria d'Oló"	"node"	"1460478016"	"Santa Maria d'Oló"	"Q16735"	"ca:Santa Maria d'Oló"	"village"	"8"		"0825890008101"	"08258000801"	
"Alcanar"	"Principat"	"Montsià"	"Alcanar"	"node"	"1470837698"	"Alcanar"	"Q987434"	"ca:Alcanar"	"village"	"8"		"4300430001701"	"43004000101"	
"Amposta"	"Principat"	"Montsià"	"Amposta"	"node"	"4678926078"	"Amposta"	"Q477311"	"ca:Amposta"	"town"	"7"		"4301410001701"	"43014000101"	
"Freginals"	"Principat"	"Montsià"	"Freginals"	"node"	"1460478154"	"Freginals"	"Q1247246"	"ca:Freginals"	"village"	"8"		"4306290001701"	"43062000101"	
"Godall"	"Principat"	"Montsià"	"Godall"	"node"	"308299180"	"Godall"	"Q1247218"	"ca:Godall"	"village"	"8"		"4306880001701"	"43068000101"	
"la Galera"	"Principat"	"Montsià"	"la Galera"	"node"	"308299182"	"la Galera"	"Q531755"	"ca:La Galera"	"village"	"8"		"4306350001701"	"43063000101"	
"la Ràpita"	"Principat"	"Montsià"	"la Ràpita"	"node"	"1407801234"	"la Ràpita"	"Q767011"	"ca:La Ràpita (Montsià)"	"town"	"8"		"4313620002201"	"43136000201"	
"la Sénia"	"Principat"	"Montsià"	"la Sénia"	"node"	"308297218"	"la Sénia"	"Q704847"	"ca:La Sénia"	"village"	"8"		"4304450001701"	"43044000101"	
"Mas de Barberans"	"Principat"	"Montsià"	"Mas de Barberans"	"node"	"1460478512"	"Mas de Barberans"	"Q659333"	"ca:Mas de Barberans"	"village"	"8"		"4307700001701"	"43077000101"	
"Masdenverge"	"Principat"	"Montsià"	"Masdenverge"	"node"	"1460478656"	"Masdenverge"	"Q766912"	"ca:Masdenverge"	"village"	"8"		"4307860001701"	"43078000101"	
"Sant Jaume d'Enveja"	"Principat"	"Montsià"	"Sant Jaume d'Enveja"	"node"	"293868347"	"Sant Jaume d'Enveja"	"Q1010257"	"ca:Sant Jaume d'Enveja"	"village"	"8"		"4390230002201"	"43902000201"	
"Santa Bàrbara"	"Principat"	"Montsià"	"Santa Bàrbara"	"node"	"1369790173"	"Santa Bàrbara"	"Q1230148"	"ca:Santa Bàrbara"	"village"	"8"		"4313840001701"	"43138000101"	
"Ulldecona"	"Principat"	"Montsià"	"Ulldecona"	"node"	"1470839520"	"Ulldecona"	"Q995682"	"ca:Ulldecona"	"village"	"8"		"4315670003801"	"43156000301"	
"Àger"	"Principat"	"Noguera"	"Àger"	"node"	"281415399"	"Àger"	"Q372127"	"ca:Àger"	"village"	"8"		"2500240001701"	"25002000101"	
"Albesa"	"Principat"	"Noguera"	"Albesa"	"node"	"358840501"	"Albesa"	"Q1770869"	"ca:Albesa"	"village"	"8"		"2500830001701"	"25008000101"	
"Algerri"	"Principat"	"Noguera"	"Algerri"	"node"	"256702588"	"Algerri"	"Q1770837"	"ca:Algerri"	"village"	"8"		"2501560001701"	"25015000101"	
"Alòs de Balaguer"	"Principat"	"Noguera"	"Alòs de Balaguer"	"node"	"1460478895"	"Alòs de Balaguer"	"Q664499"	"ca:Alòs de Balaguer"	"village"	"8"		"2502200001701"	"25022000101"	
"Artesa de Segre"	"Principat"	"Noguera"	"Artesa de Segre"	"node"	"1470838054"	"Artesa de Segre"	"Q24013035"		"village"	"8"		"2503490003801"	"25034000301"	
"Balaguer"	"Principat"	"Noguera"	"Balaguer"	"node"	"1470838076"	"Balaguer"	"Q696797"	"ca:Balaguer"	"town"	"7"		"2504040001701"	"25040000101"	
"Bellcaire d'Urgell"	"Principat"	"Noguera"	"Bellcaire d'Urgell"	"node"	"256702979"	"Bellcaire d'Urgell"	"Q1900130"	"ca:Bellcaire d'Urgell"	"village"	"8"		"2504790001701"	"25047000101"	
"Bellmunt d'Urgell"	"Principat"	"Noguera"	"Bellmunt d'Urgell"	"node"	"390491452"	"Bellmunt d'Urgell"	"Q1901711"	"ca:Bellmunt d'Urgell"	"village"	"8"		"2504980001701"	"25049000101"	
"Cabanabona"	"Principat"	"Noguera"	"Cabanabona"	"node"	"1460478109"	"Cabanabona"	"Q1770856"	"ca:Cabanabona"	"village"	"8"		"2506090001701"	"25060000101"	
"Camarasa"	"Principat"	"Noguera"	"Camarasa"	"node"	"2992337766"	"Camarasa"	"Q1995286"	"ca:Camarasa"	"village"	"8"		"2506210003801"	"25062000301"	
"Castelló de Farfanya"	"Principat"	"Noguera"	"Castelló de Farfanya"	"node"	"256702857"	"Castelló de Farfanya"	"Q1770851"	"ca:Castelló de Farfanya"	"village"	"8"		"2506930001701"	"25069000101"	
"Cubells"	"Principat"	"Noguera"	"Cubells"	"node"	"1993438110"	"Cubells"	"Q1769656"	"ca:Cubells"	"village"	"8"		"2507910001701"	"25079000101"	
"Foradada"	"Principat"	"Noguera"	"Foradada"	"node"	"877584749"	"Foradada"	"Q1769624"	"ca:Foradada"	"village"	"8"		"2509460001701"	"25094000101"	
"Ivars de Noguera"	"Principat"	"Noguera"	"Ivars de Noguera"	"node"	"1460478156"	"Ivars de Noguera"	"Q1646756"	"ca:Ivars de Noguera"	"village"	"8"		"2511210001701"	"25112000101"	
"Gualter"	"Principat"	"Noguera"	"la Baronia de Rialb"	"node"	"5822264369"	"Gualter"	"Q9000979"	"ca:Gualter"	"village"	"8"		"2504260001701"	"25042000101"	
"la Sentiu de Sió"	"Principat"	"Noguera"	"la Sentiu de Sió"	"node"	"1460478618"	"la Sentiu de Sió"	"Q1769666"	"ca:La Sentiu de Sió"	"village"	"8"		"2503520001701"	"25035000101"	
"les Avellanes"	"Principat"	"Noguera"	"les Avellanes i Santa Linya"	"node"	"1460478570"	"les Avellanes"	"Q1648087"	"ca:Les Avellanes i Santa Linya"	"village"	"8"		"2503710001701"	"25037000101"	
"Menàrguens"	"Principat"	"Noguera"	"Menàrguens"	"node"	"1236479034"	"Menàrguens"	"Q1769588"	"ca:Menàrguens"	"village"	"8"		"2513480001701"	"25134000101"	
"Montgai"	"Principat"	"Noguera"	"Montgai"	"node"	"390491376"	"Montgai"	"Q1769567"	"ca:Montgai"	"village"	"8"		"2513860002201"	"25138000201"	
"Oliola"	"Principat"	"Noguera"	"Oliola"	"node"	"1460477936"	"Oliola"	"Q1769572"	"ca:Oliola"	"village"	"8"		"2515000004301"	"25150000401"	
"Os de Balaguer"	"Principat"	"Noguera"	"Os de Balaguer"	"node"	"415369965"	"Os de Balaguer"	"Q1646906"	"ca:Os de Balaguer"	"village"	"8"		"2515690004301"	"25156000401"	
"Penelles"	"Principat"	"Noguera"	"Penelles"	"node"	"390491453"	"Penelles"	"Q1769551"	"ca:Penelles"	"village"	"8"		"2516410005601"	"25164000501"	
"Ponts"	"Principat"	"Noguera"	"Ponts"	"node"	"1470838746"	"Ponts"	"Q742473"	"ca:Ponts"	"village"	"8"		"2517280001701"	"25172000101"	
"Preixens"	"Principat"	"Noguera"	"Preixens"	"node"	"390483162"	"Preixens"	"Q1766616"	"ca:Preixens"	"village"	"8"		"2517710002201"	"25177000201"	
"Térmens"	"Principat"	"Noguera"	"Térmens"	"node"	"1236479232"	"Térmens"	"Q1766633"	"ca:Térmens"	"village"	"8"		"2522060001701"	"25220000101"	
"Tiurana"	"Principat"	"Noguera"	"Tiurana"	"node"	"1460478711"	"Tiurana"	"Q1766639"	"ca:Tiurana"	"village"	"8"		"2522280002201"	"25222000201"	
"Torrelameu"	"Principat"	"Noguera"	"Torrelameu"	"node"	"1460477975"	"Torrelameu"	"Q1765384"	"ca:Torrelameu"	"village"	"8"		"2523110001701"	"25231000101"	
"Vallfogona de Balaguer"	"Principat"	"Noguera"	"Vallfogona de Balaguer"	"node"	"1460478817"	"Vallfogona de Balaguer"	"Q955140"	"ca:Vallfogona de Balaguer"	"village"	"8"		"2524020004301"	"25240000401"	
"Vilanova de l'Aguda"	"Principat"	"Noguera"	"Vilanova de l'Aguda"	"node"	"442883967"	"Vilanova de l'Aguda"	"Q1903557"	"ca:Vilanova de l'Aguda"	"village"	"8"		"2524960005601"	"25249000501"	
"Vilanova de Meià"	"Principat"	"Noguera"	"Vilanova de Meià"	"node"	"312128581"	"Vilanova de Meià"	"Q1766727"	"ca:Vilanova de Meià"	"village"	"8"		"2525090007501"	"25250000701"	
"els Hostalets de Balenyà"	"Principat"	"Osona"	"Balenyà"	"node"	"393934080"	"els Hostalets de Balenyà"	"Q11918986"	"ca:Els Hostalets de Balenyà"	"village"	"8"		"0801740002201"	"08017000201"	
"Calldetenes"	"Principat"	"Osona"	"Calldetenes"	"node"	"394768199"	"Calldetenes"	"Q13774"	"ca:Calldetenes"	"village"	"8"		"0803700001701"	"08037000101"	
"Centelles"	"Principat"	"Osona"	"Centelles"	"node"	"393934079"	"Centelles"	"Q13773"	"ca:Centelles"	"village"	"8"		"0806730001701"	"08067000101"	
"el Brull"	"Principat"	"Osona"	"el Brull"	"node"	"318177763"	"el Brull"	"Q13775"	"ca:El Brull"	"village"	"8"		"0802660001799"	"08026000199"	
"Espinelves"	"Principat"	"Osona"	"Espinelves"	"node"	"31021892"	"Espinelves"	"Q13780"	"ca:Espinelves"	"village"	"8"		"1706380001701"	"17063000101"	
"Folgueroles"	"Principat"	"Osona"	"Folgueroles"	"node"	"394763111"	"Folgueroles"	"Q13782"	"ca:Folgueroles"	"village"	"8"		"0808320001701"	"08083000101"	
"Gurb"	"Principat"	"Osona"	"Gurb"	"node"	"7099361433"	"Gurb"	"Q13783"	"ca:Gurb"	"village"	"8"		"0810000001701"	"08100000101"	
"l'Esquirol"	"Principat"	"Osona"	"l'Esquirol"	"node"	"1360757797"	"l'Esquirol"	"Q13837"	"ca:L'Esquirol"	"village"	"8"		"0825410003801"	"08254000301"	
"les Masies de Roda"	"Principat"	"Osona"	"les Masies de Roda"	"node"	"1432162659"	"les Masies de Roda"	"Q13803"	"ca:Les Masies de Roda"	"village"	"8"		"0811670003899"	"08116000399"	
"les Masies de Voltregà"	"Principat"	"Osona"	"les Masies de Voltregà"	"node"	"1460478254"	"les Masies de Voltregà"	"Q13801"	"ca:Les Masies de Voltregà"	"village"	"8"		"0811730002299"	"08117000299"	
"Malla"	"Principat"	"Osona"	"Malla"	"node"	"6859134228"	"Malla"	"Q13805"	"ca:Malla"	"village"	"8"		"0811150001799"	"08111000199"	
"Manlleu"	"Principat"	"Osona"	"Manlleu"	"node"	"1470838507"	"Manlleu"	"Q13804"	"ca:Manlleu"	"town"	"8"		"0811200001701"	"08112000101"	
"Montesquiu"	"Principat"	"Osona"	"Montesquiu"	"node"	"852855278"	"Montesquiu"	"Q13800"	"ca:Montesquiu"	"village"	"8"		"0813110001701"	"08131000101"	
"Muntanyola"	"Principat"	"Osona"	"Muntanyola"	"node"	"1460478703"	"Muntanyola"	"Q13799"	"ca:Muntanyola"	"village"	"8"		"0812900001700"	"08129000100"	
"Can Branques"	"Principat"	"Osona"	"Orís"	"node"	"1460478630"	"Can Branques"	"Q110453429"		"quarter"	"8"		"0815090003899"	"08150000399"	
"Roda de Ter"	"Principat"	"Osona"	"Roda de Ter"	"node"	"1470838810"	"Roda de Ter"	"Q13815"	"ca:Roda de Ter"	"village"	"8"		"0818310001701"	"08183000101"	
"Rupit"	"Principat"	"Osona"	"Rupit i Pruit"	"node"	"366037699"	"Rupit"	"Q13816"	"ca:Rupit i Pruit"	"village"	"8"		"0890190002201"	"08901000201"	
"l'Alou"	"Principat"	"Osona"	"Sant Agustí de Lluçanès"	"node"	"1875886909"	"l'Alou"			"village"	"8"				
"Sant Bartomeu del Grau"	"Principat"	"Osona"	"Sant Bartomeu del Grau"	"node"	"550042626"	"Sant Bartomeu del Grau"	"Q13818"	"ca:Sant Bartomeu del Grau"	"village"	"8"		"0819950001701"	"08199000101"	
"Sant Boi de Lluçanès"	"Principat"	"Osona"	"Sant Boi de Lluçanès"	"node"	"539465394"	"Sant Boi de Lluçanès"	"Q13819"	"ca:Sant Boi de Lluçanès"	"village"	"8"		"0820160002201"	"08201000201"	
"Sant Hipòlit de Voltregà"	"Principat"	"Osona"	"Sant Hipòlit de Voltregà"	"node"	"539465450"	"Sant Hipòlit de Voltregà"	"Q13820"	"ca:Sant Hipòlit de Voltregà"	"village"	"8"		"0821530001701"	"08215000101"	
"Sant Julià de Vilatorta"	"Principat"	"Osona"	"Sant Julià de Vilatorta"	"node"	"516242160"	"Sant Julià de Vilatorta"	"Q13821"	"ca:Sant Julià de Vilatorta"	"village"	"8"		"0822050001701"	"08220000101"	
"l'Abella"	"Principat"	"Osona"	"Sant Martí de Centelles"	"node"	"393338556"	"l'Abella"	"Q17182100"	"ca:L'Abella"	"village"	"8"		"0822480001701"	"08224000101"	
"Sant Pere de Torelló"	"Principat"	"Osona"	"Sant Pere de Torelló"	"node"	"592303755"	"Sant Pere de Torelló"	"Q13828"	"ca:Sant Pere de Torelló"	"village"	"8"		"0823310001701"	"08233000101"	
"Sant Quirze de Besora"	"Principat"	"Osona"	"Sant Quirze de Besora"	"node"	"270450846"	"Sant Quirze de Besora"	"Q13830"	"ca:Sant Quirze de Besora"	"village"	"8"		"0823780001701"	"08237000101"	
"Sant Sadurní d'Osormort"	"Principat"	"Osona"	"Sant Sadurní d'Osormort"	"node"	"5005182698"	"Sant Sadurní d'Osormort"	"Q13831"	"ca:Sant Sadurní d'Osormort"	"village"	"8"		"0824180001799"	"08241000199"	
