"name:ca"	"regio"	"comarca"	"municipi"	"osm_type"	"osm_id"	"name"	"wikidata"	"wikipedia"	"place"	"capital"	"admin_level"	"ref:idescat"	"ref:ine"	"ref:INSEE"
"Borrassà"	"Principat"	"Alt Empordà"	"Borrassà"	"node"	"1277965531"	"Borrassà"	"Q11242"	"ca:Borrassà"	"village"	"8"		"1702680001701"	"17026000101"	
"Cabanelles"	"Principat"	"Alt Empordà"	"Cabanelles"	"node"	"503840028"	"Cabanelles"	"Q11247"	"ca:Cabanelles"	"village"	"8"		"1703140001701"	"17031000101"	
"Cabanes"	"Principat"	"Alt Empordà"	"Cabanes"	"node"	"1731104423"	"Cabanes"	"Q11257"	"ca:Cabanes (Alt Empordà)"	"village"	"8"		"1703070002201"	"17030000201"	
"Cadaqués"	"Principat"	"Alt Empordà"	"Cadaqués"	"node"	"334397537"	"Cadaqués"	"Q11263"	"ca:Cadaqués"	"village"	"8"		"1703290001701"	"17032000101"	
"Campmany"	"Principat"	"Alt Empordà"	"Campmany"	"node"	"1731104444"	"Capmany"	"Q24019213"	"ca:Campmany"	"village"	"8"		"1704270002201"	"17042000201"	
"Cantallops"	"Principat"	"Alt Empordà"	"Cantallops"	"node"	"365043611"	"Cantallops"	"Q7086"	"ca:Cantallops"	"village"	"8"		"1704120001701"	"17041000101"	
"Castelló d'Empúries"	"Principat"	"Alt Empordà"	"Castelló d'Empúries"	"node"	"130118172"	"Castelló d'Empúries"	"Q11286"	"ca:Castelló d'Empúries"	"village"	"8"		"1704700002201"	"17047000201"	
"Cistella"	"Principat"	"Alt Empordà"	"Cistella"	"node"	"4693606382"	"Cistella"	"Q11291"	"ca:Cistella"	"village"	"8"		"1705190001701"	"17051000101"	
"Colera"	"Principat"	"Alt Empordà"	"Colera"	"node"	"487629455"	"Colera"	"Q11296"	"ca:Colera"	"village"	"8"		"1705450001701"	"17054000101"	
"Darnius"	"Principat"	"Alt Empordà"	"Darnius"	"node"	"1731104470"	"Darnius"	"Q6677"	"ca:Darnius"	"village"	"8"		"1706000003801"	"17060000301"	
"el Far d'Empordà"	"Principat"	"Alt Empordà"	"el Far d'Empordà"	"node"	"365038911"	"el Far d'Empordà"	"Q11309"	"ca:El Far d'Empordà"	"village"	"8"		"1700590001701"	"17005000101"	
"el Port de la Selva"	"Principat"	"Alt Empordà"	"el Port de la Selva"	"node"	"130117653"	"el Port de la Selva"	"Q11811"	"ca:El Port de la Selva"	"village"	"8"		"1714040012001"	"17140001201"	
"Espolla"	"Principat"	"Alt Empordà"	"Espolla"	"node"	"627791701"	"Espolla"	"Q7079"	"ca:Espolla"	"village"	"8"		"1706430001701"	"17064000101"	
"Figueres"	"Principat"	"Alt Empordà"	"Figueres"	"node"	"1470838284"	"Figueres"	"Q6839"	"ca:Figueres"	"town"	"7"		"1706690001701"	"17066000101"	
"Fortià"	"Principat"	"Alt Empordà"	"Fortià"	"node"	"365040688"	"Fortià"	"Q11314"	"ca:Fortià"	"village"	"8"		"1707410001701"	"17074000101"	
"Garrigàs"	"Principat"	"Alt Empordà"	"Garrigàs"	"node"	"365039610"	"Garrigàs"	"Q11329"	"ca:Garrigàs"	"village"	"8"		"1707540005601"	"17075000501"	
"Garriguella"	"Principat"	"Alt Empordà"	"Garriguella"	"node"	"365040331"	"Garriguella"	"Q11324"	"ca:Garriguella"	"village"	"8"		"1707730001701"	"17077000101"	
"l'Armentera"	"Principat"	"Alt Empordà"	"l'Armentera"	"node"	"977425768"	"l'Armentera"	"Q11200"	"ca:L'Armentera"	"village"	"8"		"1701180001701"	"17011000101"	
"l'Escala"	"Principat"	"Alt Empordà"	"l'Escala"	"node"	"339019326"	"l'Escala"	"Q11304"	"ca:L'Escala"	"town"	"8"		"1706220004301"	"17062000401"	
"la Jonquera"	"Principat"	"Alt Empordà"	"la Jonquera"	"node"	"703876119"	"la Jonquera"	"Q31844084"		"village"	"8"		"1708650002201"	"17086000201"	
"la Selva de Mar"	"Principat"	"Alt Empordà"	"la Selva de Mar"	"node"	"335609440"	"la Selva de Mar"	"Q11886"	"ca:La Selva de Mar"	"village"	"8"		"1718860003801"	"17188000301"	
"la Vajol"	"Principat"	"Alt Empordà"	"la Vajol"	"node"	"1336963557"	"la Vajol"	"Q6657"	"ca:La Vajol"	"village"	"8"		"1701440001701"	"17014000101"	
"Llançà"	"Principat"	"Alt Empordà"	"Llançà"	"node"	"446977448"	"Llançà"	"Q11339"	"ca:Llançà"	"village"	"8"		"1709260009404"	"17092000904"	
"Lledó d'Empordà"	"Principat"	"Alt Empordà"	"Lledó d'Empordà"	"node"	"503460989"	"Lladó"	"Q11334"	"ca:Lledó d'Empordà"	"village"	"8"		"1708870001701"	"17088000101"	
"Llers"	"Principat"	"Alt Empordà"	"Llers"	"node"	"365039003"	"Llers"	"Q11342"	"ca:Llers"	"village"	"8"		"1709320002201"	"17093000201"	
"Maçanet de Cabrenys"	"Principat"	"Alt Empordà"	"Maçanet de Cabrenys"	"node"	"1999082141"	"Maçanet de Cabrenys"	"Q6615"	"ca:Maçanet de Cabrenys"	"village"	"8"		"1710240007501"	"17102000701"	
"Masarac"	"Principat"	"Alt Empordà"	"Masarac i Vilarnadal"	"node"	"365045529"	"Masarac"	"Q11347"	"ca:Masarac"	"village"	"8"		"1710020001701"	"17100000101"	
"Mollet de Peralada"	"Principat"	"Alt Empordà"	"Mollet de Peralada"	"node"	"365031081"	"Mollet de Peralada"	"Q11355"	"ca:Mollet de Peralada"	"village"	"8"		"1710610003801"	"17106000301"	
"Navata"	"Principat"	"Alt Empordà"	"Navata"	"node"	"365047663"	"Navata"	"Q11360"	"ca:Navata"	"village"	"8"		"1711170002201"	"17111000201"	
"Ordis"	"Principat"	"Alt Empordà"	"Ordis"	"node"	"1466087523"	"Ordis"	"Q11796"	"ca:Ordis"	"village"	"8"		"1711560001701"	"17115000101"	
"Santa Eulàlia"	"Principat"	"Alt Empordà"	"Palau de Santa Eulàlia"	"node"	"1324175538"	"Santa Eulàlia"	"Q11797"	"ca:Palau de Santa Eulàlia"	"village"	"8"		"1711940004301"	"17119000401"	
"Palau-saverdera"	"Principat"	"Alt Empordà"	"Palau-saverdera"	"node"	"1460478628"	"Palau-saverdera"	"Q11798"	"ca:Palau-saverdera"	"village"	"8"		"1712080001701"	"17120000101"	
"Pau"	"Principat"	"Alt Empordà"	"Pau"	"node"	"1460478812"	"Pau"	"Q11799"	"ca:Pau (Alt Empordà)"	"village"	"8"		"1712890001701"	"17128000101"	
"Marzà"	"Principat"	"Alt Empordà"	"Pedret i Marzà"	"node"	"336133064"	"Marzà"	"Q11935746"	"ca:Marzà"	"village"	"8"		"1712920001701"	"17129000101"	
"Peralada"	"Principat"	"Alt Empordà"	"Peralada"	"node"	"365039173"	"Peralada"	"Q11803"	"ca:Peralada"	"village"	"8"		"1713280001701"	"17132000101"	
"Pont de Molins"	"Principat"	"Alt Empordà"	"Pont de Molins"	"node"	"1731104494"	"Pont de Molins"	"Q11804"	"ca:Pont de Molins"	"village"	"8"		"1713520001701"	"17135000101"	
"Pontós"	"Principat"	"Alt Empordà"	"Pontós"	"node"	"1460479052"	"Pontós"	"Q11807"	"ca:Pontós"	"village"	"8"		"1713650001701"	"17136000101"	
"Portbou"	"Principat"	"Alt Empordà"	"Portbou"	"node"	"130116259"	"Portbou"	"Q7165"	"ca:Portbou"	"village"	"8"		"1713870001701"	"17138000101"	
"Rabós"	"Principat"	"Alt Empordà"	"Rabós"	"node"	"365041077"	"Rabós"	"Q24024946"		"village"	"8"		"1714320004301"	"17143000401"	
"Riumors"	"Principat"	"Alt Empordà"	"Riumors"	"node"	"365039921"	"Riumors"	"Q11818"	"ca:Riumors"	"village"	"8"		"1715180001701"	"17151000101"	
"Roses"	"Principat"	"Alt Empordà"	"Roses"	"node"	"1470838814"	"Roses"	"Q11822"	"ca:Roses"	"town"	"8"		"1715230008101"	"17152000801"	
"Sant Climent Sescebes"	"Principat"	"Alt Empordà"	"Sant Climent Sescebes"	"node"	"365038985"	"Sant Climent Sescebes"	"Q10927"	"ca:Sant Climent Sescebes"	"village"	"8"		"1715820003801"	"17158000301"	
"Sant Llorenç de la Muga"	"Principat"	"Alt Empordà"	"Sant Llorenç de la Muga"	"node"	"389499168"	"Sant Llorenç de la Muga"	"Q11832"	"ca:Sant Llorenç de la Muga"	"village"	"8"		"1717140003801"	"17171000301"	
"Sant Miquel de Fluvià"	"Principat"	"Alt Empordà"	"Sant Miquel de Fluvià"	"node"	"365039752"	"Sant Miquel de Fluvià"	"Q11837"	"ca:Sant Miquel de Fluvià"	"village"	"8"		"1717530001701"	"17175000101"	
"Sant Mori"	"Principat"	"Alt Empordà"	"Sant Mori"	"node"	"1249623357"	"Sant Mori"	"Q11844"	"ca:Sant Mori"	"village"	"8"		"1717660004301"	"17176000401"	
"Sant Pere Pescador"	"Principat"	"Alt Empordà"	"Sant Pere Pescador"	"node"	"336134040"	"Sant Pere Pescador"	"Q11852"	"ca:Sant Pere Pescador"	"village"	"8"		"1717880001704"	"17178000104"	
"Santa Llogaia d'Àlguema"	"Principat"	"Alt Empordà"	"Santa Llogaia d'Àlguema"	"node"	"1218811169"	"Santa Llogaia d'Àlguema"	"Q11858"	"ca:Santa Llogaia d'Àlguema"	"village"	"8"		"1718270001701"	"17182000101"	
"Camallera"	"Principat"	"Alt Empordà"	"Saus, Camallera i Llampaies"	"node"	"365041119"	"Camallera"	"Q3920522"	"ca:Camallera"	"village"	"8"		"1718700001701"	"17187000101"	
"Siurana"	"Principat"	"Alt Empordà"	"Siurana"	"node"	"1162073690"	"Siurana"	"Q29044"	"ca:Siurana"	"village"	"8"		"1705240002201"	"17052000201"	
"Terrades"	"Principat"	"Alt Empordà"	"Terrades"	"node"	"365039001"	"Terrades"	"Q11897"	"ca:Terrades"	"village"	"8"		"1719620003801"	"17196000301"	
"Torroella de Fluvià"	"Principat"	"Alt Empordà"	"Torroella de Fluvià"	"node"	"365039804"	"Torroella de Fluvià"	"Q11902"	"ca:Torroella de Fluvià"	"village"	"8"		"1719840004301"	"17198000401"	
"Ventalló"	"Principat"	"Alt Empordà"	"Ventalló"	"node"	"1460478686"	"Ventalló"	"Q11908"	"ca:Ventalló"	"village"	"8"		"1721090004302"	"17210000402"	
"Vila-sacra"	"Principat"	"Alt Empordà"	"Vila-sacra"	"node"	"365038948"	"Vila-sacra"	"Q1043496"	"ca:Vila-sacra"	"village"	"8"		"1723050001701"	"17230000101"	
"Vilabertran"	"Principat"	"Alt Empordà"	"Vilabertran"	"node"	"1460478670"	"Vilabertran"	"Q12148"	"ca:Vilabertran"	"village"	"8"		"1721420001701"	"17214000101"	
"Viladamat"	"Principat"	"Alt Empordà"	"Viladamat"	"node"	"977433300"	"Viladamat"	"Q12151"	"ca:Viladamat"	"village"	"8"		"1721740002201"	"17217000201"	
"Vilafant"	"Principat"	"Alt Empordà"	"Vilafant"	"node"	"1460478326"	"Vilafant"	"Q12153"	"ca:Vilafant"	"village"	"8"		"1722140002201"	"17221000201"	
"Vilajuïga"	"Principat"	"Alt Empordà"	"Vilajuïga"	"node"	"335611588"	"Vilajuïga"	"Q12159"	"ca:Vilajuïga"	"village"	"8"		"1722350005601"	"17223000501"	
"Vilamacolum"	"Principat"	"Alt Empordà"	"Vilamacolum"	"node"	"365040031"	"Vilamacolum"	"Q12161"	"ca:Vilamacolum"	"village"	"8"		"1722530001701"	"17225000101"	
"Vilamalla"	"Principat"	"Alt Empordà"	"Vilamalla"	"node"	"365039596"	"Vilamalla"	"Q12163"	"ca:Vilamalla"	"village"	"8"		"1722660002201"	"17226000201"	
"Vilamaniscle"	"Principat"	"Alt Empordà"	"Vilamaniscle"	"node"	"365040408"	"Vilamaniscle"	"Q12165"	"ca:Vilamaniscle"	"village"	"8"		"1722720002201"	"17227000201"	
"Vilanant"	"Principat"	"Alt Empordà"	"Vilanant"	"node"	"365047477"	"Vilanant"	"Q12173"	"ca:Vilanant"	"village"	"8"		"1722880006901"	"17228000601"	
"Vilaür"	"Principat"	"Alt Empordà"	"Vilaür"	"node"	"365041828"	"Vilaür"	"Q12177"	"ca:Vilaür"	"village"	"8"		"1722290003801"	"17222000301"	
"Avinyó Nou"	"Principat"	"Alt Penedès"	"Avinyonet del Penedès"	"node"	"1460478832"	"Avinyó Nou"	"Q11907407"	"ca:Avinyó Nou"	"village"	"8"		"0801370002201"	"08013000201"	
"la Gornal"	"Principat"	"Alt Penedès"	"Castellet i la Gornal"	"node"	"938427211"	"la Gornal"	"Q1228799"	"ca:Castellet i la Gornal"	"village"	"8"		"0805810004301"	"08058000401"	
"la Múnia"	"Principat"	"Alt Penedès"	"Castellví de la Marca"	"node"	"408241954"	"la Múnia"	"Q126372259"		"village"	"8"		"0806540010801"	"08065001001"	
"el Pla del Penedès"	"Principat"	"Alt Penedès"	"el Pla del Penedès"	"node"	"1460477947"	"el Pla del Penedès"	"Q1312464"	"ca:El Pla del Penedès"	"village"	"8"		"0816400005601"	"08164000501"	
"Font-rubí"	"Principat"	"Alt Penedès"	"Font-rubí"	"node"	"1460478396"	"Font-rubí"	"Q984398"	"ca:Font-rubí"	"village"	"8"		"0808500005600"	"08085000500"	
"Gelida"	"Principat"	"Alt Penedès"	"Gelida"	"node"	"1460478611"	"Gelida"	"Q24012031"		"village"	"8"		"0809190001701"	"08091000101"	
"la Granada"	"Principat"	"Alt Penedès"	"la Granada"	"node"	"367878635"	"la Granada"	"Q1228808"	"ca:La Granada"	"village"	"8"		"0809450001701"	"08094000101"	
"les Cabanyes"	"Principat"	"Alt Penedès"	"les Cabanyes"	"node"	"1460478552"	"les Cabanyes"	"Q1228790"	"ca:Les Cabanyes"	"village"	"8"		"0802720001701"	"08027000101"	
"Sant Joan de Mediona"	"Principat"	"Alt Penedès"	"Mediona"	"node"	"387428852"	"Sant Joan de Mediona"	"Q24019070"	"ca:Sant Joan de Mediona"	"village"	"8"		"0812280005601"	"08122000501"	
"Sant Miquel d'Olèrdola"	"Principat"	"Alt Penedès"	"Olèrdola"	"node"	"937647212"	"Sant Miquel d'Olèrdola"	"Q109937044"		"village"	"8"		"0814580002201"	"08145000201"	
"Olesa de Bonesvalls"	"Principat"	"Alt Penedès"	"Olesa de Bonesvalls"	"node"	"1460478668"	"Olesa de Bonesvalls"	"Q659734"	"ca:Olesa de Bonesvalls"	"village"	"8"		"0814610002201"	"08146000201"	
"Pacs del Penedès"	"Principat"	"Alt Penedès"	"Pacs del Penedès"	"node"	"1460477968"	"Pacs del Penedès"	"Q958681"	"ca:Pacs del Penedès"	"village"	"8"		"0815420001701"	"08154000101"	
"Pontons"	"Principat"	"Alt Penedès"	"Pontons"	"node"	"1460478699"	"Pontons"	"Q1229275"	"ca:Pontons"	"village"	"8"		"0816880004301"	"08168000401"	
"Puigdàlber"	"Principat"	"Alt Penedès"	"Puigdàlber"	"node"	"367878605"	"Puigdàlber"	"Q1230115"	"ca:Puigdàlber"	"village"	"8"		"0817480001701"	"08174000101"	
"Sant Cugat Sesgarrigues"	"Principat"	"Alt Penedès"	"Sant Cugat Sesgarrigues"	"node"	"1460478192"	"Sant Cugat Sesgarrigues"	"Q584252"	"ca:Sant Cugat Sesgarrigues"	"village"	"8"		"0820680001701"	"08206000101"	
"Sant Llorenç d'Hortons"	"Principat"	"Alt Penedès"	"Sant Llorenç d'Hortons"	"node"	"1460478129"	"Sant Llorenç d'Hortons"	"Q321918"	"ca:Sant Llorenç d'Hortons"	"village"	"8"		"0822270003801"	"08222000301"	
"Sant Martí Sarroca"	"Principat"	"Alt Penedès"	"Sant Martí Sarroca"	"node"	"1460477963"	"Sant Martí Sarroca"	"Q593512"	"ca:Sant Martí Sarroca"	"village"	"8"		"0822700007501"	"08227000701"	
"Sant Pere de Riudebitlles"	"Principat"	"Alt Penedès"	"Sant Pere de Riudebitlles"	"node"	"387628489"	"Sant Pere de Riudebitlles"	"Q633095"	"ca:Sant Pere de Riudebitlles"	"village"	"8"		"0823250001701"	"08232000101"	
"Sant Quintí de Mediona"	"Principat"	"Alt Penedès"	"Sant Quintí de Mediona"	"node"	"387428854"	"Sant Quintí de Mediona"	"Q648963"	"ca:Sant Quintí de Mediona"	"village"	"8"		"0823620001701"	"08236000101"	
"Sant Sadurní d'Anoia"	"Principat"	"Alt Penedès"	"Sant Sadurní d'Anoia"	"node"	"8195286823"	"Sant Sadurní d'Anoia"	"Q984508"	"ca:Sant Sadurní d'Anoia"	"town"	"8"		"0824010005601"	"08240000501"	
"Santa Fe del Penedès"	"Principat"	"Alt Penedès"	"Santa Fe del Penedès"	"node"	"1460478716"	"Santa Fe del Penedès"	"Q920409"	"ca:Santa Fe del Penedès"	"village"	"8"		"0824950001701"	"08249000101"	
"Santa Margarida i els Monjos"	"Principat"	"Alt Penedès"	"Santa Margarida i els Monjos"	"node"	"685797374"	"Santa Margarida i els Monjos"	"Q660350"	"ca:Santa Margarida i els Monjos"	"village"	"8"		"0825150006901"	"08251000601"	
"Sant Pau d'Ordal"	"Principat"	"Alt Penedès"	"Subirats"	"node"	"1460478778"	"Sant Pau d'Ordal"	"Q21130365"	"ca:Sant Pau d'Ordal"	"village"	"8"		"0827320012001"	"08273001201"	
"Lavit"	"Principat"	"Alt Penedès"	"Terrassola i Lavit"	"node"	"7074451752"	"Lavit"	"Q109968518"		"village"	"8"		"0828770006901"	"08287000601"	
"Torrelles de Foix"	"Principat"	"Alt Penedès"	"Torrelles de Foix"	"node"	"1460478653"	"Torrelles de Foix"	"Q984393"	"ca:Torrelles de Foix"	"village"	"8"		"0828830006901"	"08288000601"	
"Vilafranca del Penedès"	"Principat"	"Alt Penedès"	"Vilafranca del Penedès"	"node"	"1470839547"	"Vilafranca del Penedès"	"Q835012"	"ca:Vilafranca del Penedès"	"town"	"7"		"0830540005601"	"08305000501"	
"Vilobí del Penedès"	"Principat"	"Alt Penedès"	"Vilobí del Penedès"	"node"	"1460478661"	"Vilobí del Penedès"	"Q1228795"	"ca:Vilobí del Penedès"	"village"	"8"		"0830410002201"	"08304000201"	
"Alàs"	"Principat"	"Alt Urgell"	"Alàs i Cerc"	"node"	"2192830327"	"Alàs"	"Q10950483"	"ca:Alàs (Alàs i Cerc)"	"village"	"8"		"2500580001701"	"25005000101"	
"Arsèguel"	"Principat"	"Alt Urgell"	"Arsèguel"	"node"	"806404077"	"Arsèguel"	"Q1645033"	"ca:Arsèguel"	"village"	"8"		"2503280001701"	"25032000101"	
"Bassella"	"Principat"	"Alt Urgell"	"Bassella"	"node"	"1460478429"	"Bassella"	"Q810494"	"ca:Bassella"	"village"	"8"		"2504470003801"	"25044000301"	
"Cabó"	"Principat"	"Alt Urgell"	"Cabó"	"node"	"1460477971"	"Cabó"	"Q1752450"	"ca:Cabó"	"village"	"8"		"2506160001701"	"25061000101"	
"Ansovell"	"Principat"	"Alt Urgell"	"Cava"	"node"	"806404078"	"Ansovell"	"Q9156088"	"ca:Ansovell"	"village"	"8"		"2507140001701"	"25071000101"	
"Coll de Nargó"	"Principat"	"Alt Urgell"	"Coll de Nargó"	"node"	"262635753"	"Coll de Nargó"	"Q969224"	"ca:Coll de Nargó"	"village"	"8"		"2507720001701"	"25077000101"	
"Bar"	"Principat"	"Alt Urgell"	"el Pont de Bar"	"node"	"887024076"	"Bar"	"Q9165147"	"ca:Bar (el Pont de Bar)"	"village"	"8"		"2503060003801"	"25030000301"	
"Estamariu"	"Principat"	"Alt Urgell"	"Estamariu"	"node"	"917479065"	"Estamariu"	"Q1641450"	"ca:Estamariu"	"village"	"8"		"2508860001701"	"25088000101"	
"Fígols"	"Principat"	"Alt Urgell"	"Fígols i Alinyà"	"node"	"366638989"	"Fígols"	"Q11923392"	"ca:Fígols (Fígols i Alinyà)"	"village"	"8"		"2590840004301"	"25908000401"	
"Tuixent"	"Principat"	"Alt Urgell"	"Josa i Tuixén"	"node"	"278994408"	"Tuixent"	"Q9362616"	"ca:Tuixent"	"village"	"8"		"2591010002201"	"25910000201"	
"la Seu d'Urgell"	"Principat"	"Alt Urgell"	"la Seu d'Urgell"	"node"	"1470839447"	"la Seu d'Urgell"	"Q673412"	"ca:La Seu d'Urgell"	"town"	"7"		"2520380008101"	"25203000801"	
"Sorribes de la Vansa"	"Principat"	"Alt Urgell"	"la Vansa i Fórnols"	"node"	"2192830328"	"Sorribes de la Vansa"	"Q9339677"	"ca:Sorribes de la Vansa"	"village"	"8"		"2590970010801"	"25909001001"	
"Noves de Segre"	"Principat"	"Alt Urgell"	"les Valls d'Aguilar"	"node"	"1423100210"	"Noves de Segre"	"Q4892837"	"ca:Noves de Segre"	"village"	"8"		"2590620011501"	"25906001101"	
"Anserall"	"Principat"	"Alt Urgell"	"les Valls de Valira"	"node"	"1460478207"	"Anserall"	"Q10951865"	"ca:Anserall"	"village"	"8"		"2523980001701"	"25239000101"	
"Montferrer"	"Principat"	"Alt Urgell"	"Montferrer i Castellbò"	"node"	"1460478784"	"Montferrer"	"Q11937450"	"ca:Montferrer (Montferrer i Castellbò)"	"village"	"8"		"2514030011501"	"25140001101"	
"Oliana"	"Principat"	"Alt Urgell"	"Oliana"	"node"	"260724745"	"Oliana"	"Q23994098"		"village"	"8"		"2514970003801"	"25149000301"	
"Organyà"	"Principat"	"Alt Urgell"	"Organyà"	"node"	"9798128690"	"Organyà"	"Q983476"	"ca:Organyà"	"village"	"8"		"2515560001701"	"25155000101"	
"Peramola"	"Principat"	"Alt Urgell"	"Peramola"	"node"	"1460478087"	"Peramola"	"Q1637517"	"ca:Peramola"	"village"	"8"		"2516540004301"	"25165000401"	
"el Pla de Sant Tirs"	"Principat"	"Alt Urgell"	"Ribera d'Urgellet"	"node"	"1460478629"	"el Pla de Sant Tirs"	"Q9252228"	"ca:El Pla de Sant Tirs"	"village"	"8"		"2518500011501"	"25185001101"	
"el Pont de Suert"	"Principat"	"Alta Ribagorça"	"el Pont de Suert"	"node"	"151063417"	"el Pont de Suert"	"Q12708"	"ca:El Pont de Suert"	"town"	"7"		"2517340016701"	"25173001601"	
"Barruera"	"Principat"	"Alta Ribagorça"	"la Vall de Boí"	"node"	"255557289"	"Barruera"	"Q4896160"	"ca:Barruera"	"village"	"8"		"2504320001701"	"25043000101"	
"Vilaller"	"Principat"	"Alta Ribagorça"	"Vilaller"	"node"	"255203121"	"Vilaller"	"Q12715"	"ca:Vilaller"	"village"	"8"		"2524580002201"	"25245000201"	
"Argençola"	"Principat"	"Anoia"	"Argençola"	"node"	"441596432"	"Argençola"	"Q15936"	"ca:Argençola"	"village"	"8"		"0800820002299"	"08008000299"	
"Bellprat"	"Principat"	"Anoia"	"Bellprat"	"node"	"1460477956"	"Bellprat"	"Q15937"	"ca:Bellprat"	"village"	"8"		"0802140001701"	"08021000101"	
"Canaletes"	"Principat"	"Anoia"	"Cabrera d'Anoia"	"node"	"1460477996"	"Canaletes"	"Q15939"	"ca:Cabrera d'Anoia"	"village"	"8"		"0802880005601"	"08028000501"	
"Calaf"	"Principat"	"Anoia"	"Calaf"	"node"	"1470838153"	"Calaf"	"Q15940"	"ca:Calaf"	"village"	"8"		"0803120001701"	"08031000101"	
"Dusfort"	"Principat"	"Anoia"	"Calonge de Segarra"	"node"	"1460477980"	"Dusfort"	"Q17182041"	"ca:Dusfort"	"village"	"8"		"0803640003801"	"08036000301"	
"Capellades"	"Principat"	"Anoia"	"Capellades"	"node"	"390842808"	"Capellades"	"Q15942"	"ca:Capellades"	"village"	"8"		"0804460001701"	"08044000101"	
"Carme"	"Principat"	"Anoia"	"Carme"	"node"	"409780137"	"Carme"	"Q15943"	"ca:Carme"	"village"	"8"		"0804840001701"	"08048000101"	
"Castellfollit de Riubregós"	"Principat"	"Anoia"	"Castellfollit de Riubregós"	"node"	"367876064"	"Castellfollit de Riubregós"	"Q15945"	"ca:Castellfollit de Riubregós"	"village"	"8"		"0806080001701"	"08060000101"	
"Castellolí"	"Principat"	"Anoia"	"Castellolí"	"node"	"365022247"	"Castellolí"	"Q24009579"		"village"	"8"		"0806360001701"	"08063000101"	
"Copons"	"Principat"	"Anoia"	"Copons"	"node"	"277398457"	"Copons"	"Q15947"	"ca:Copons"	"village"	"8"		"0807130001701"	"08071000101"	
"el Bruc"	"Principat"	"Anoia"	"el Bruc"	"node"	"1460478649"	"el Bruc"	"Q15938"	"ca:El Bruc"	"village"	"8"		"0802530001701"	"08025000101"	
"els Hostalets de Pierola"	"Principat"	"Anoia"	"els Hostalets de Pierola"	"node"	"365549272"	"els Hostalets de Pierola"	"Q15949"	"ca:Els Hostalets de Pierola"	"village"	"8"		"0816290002201"	"08162000201"	
"els Prats de Rei"	"Principat"	"Anoia"	"els Prats de Rei"	"node"	"277398570"	"els Prats de Rei"	"Q15961"	"ca:Els Prats de Rei"	"village"	"8"		"0817050001701"	"08170000101"	
"Igualada"	"Principat"	"Anoia"	"Igualada"	"node"	"1470838412"	"Igualada"	"Q15950"	"ca:Igualada"	"town"	"7"		"0810220001701"	"08102000101"	
"Jorba"	"Principat"	"Anoia"	"Jorba"	"node"	"312169320"	"Jorba"	"Q24009576"		"village"	"8"		"0810380001701"	"08103000101"	
"la Llacuna"	"Principat"	"Anoia"	"la Llacuna"	"node"	"378978304"	"la Llacuna"	"Q15952"	"ca:La Llacuna"	"village"	"8"		"0810430001701"	"08104000101"	
"la Pobla de Claramunt"	"Principat"	"Anoia"	"la Pobla de Claramunt"	"node"	"1460478063"	"la Pobla de Claramunt"	"Q15960"	"ca:La Pobla de Claramunt"	"village"	"8"		"0816530001701"	"08165000101"	
"la Torre de Claramunt"	"Principat"	"Anoia"	"la Torre de Claramunt"	"node"	"1460478323"	"la Torre de Claramunt"	"Q15971"	"ca:La Torre de Claramunt"	"village"	"8"		"0828610002201"	"08286000201"	
"Masquefa"	"Principat"	"Anoia"	"Masquefa"	"node"	"1460478685"	"Masquefa"	"Q15954"	"ca:Masquefa"	"village"	"8"		"0811920002201"	"08119000201"	
"Montmaneu"	"Principat"	"Anoia"	"Montmaneu"	"node"	"1234086227"	"Montmaneu"	"Q15955"	"ca:Montmaneu"	"village"	"8"		"0813320002201"	"08133000201"	
"Òdena"	"Principat"	"Anoia"	"Òdena"	"node"	"355898040"	"Òdena"	"Q15957"	"ca:Òdena"	"village"	"8"		"0814300007501"	"08143000701"	
"Orpí"	"Principat"	"Anoia"	"Orpí"	"node"	"1890184743"	"Orpí"	"Q15958"	"ca:Orpí"	"village"	"8"		"0815210002201"	"08152000201"	
"Piera"	"Principat"	"Anoia"	"Piera"	"node"	"347535693"	"Piera"	"Q15959"	"ca:Piera"	"village"	"8"		"0816140008101"	"08161000801"	
"Pujalt"	"Principat"	"Anoia"	"Pujalt"	"node"	"1460478336"	"Pujalt"	"Q15962"	"ca:Pujalt"	"village"	"8"		"0817640003801"	"08176000301"	
"Rubió"	"Principat"	"Anoia"	"Rubió"	"node"	"2077511860"	"Rubió"	"Q15963"	"ca:Rubió"	"village"	"8"		"0818590002299"	"08185000299"	
"Sant Martí de Tous"	"Principat"	"Anoia"	"Sant Martí de Tous"	"node"	"380496957"	"Sant Martí de Tous"	"Q15966"	"ca:Sant Martí de Tous"	"village"	"8"		"0822640001701"	"08226000101"	
"Sant Martí Sesgueioles"	"Principat"	"Anoia"	"Sant Martí Sesgueioles"	"node"	"367876748"	"Sant Martí Sesgueioles"	"Q15964"	"ca:Sant Martí Sesgueioles"	"village"	"8"		"0822860001701"	"08228000101"	
"Sant Pere Sallavinera"	"Principat"	"Anoia"	"Sant Pere Sallavinera"	"node"	"1460478671"	"Sant Pere Sallavinera"	"Q15967"	"ca:Sant Pere Sallavinera"	"village"	"8"		"0818970003801"	"08189000301"	
